case_uid,geometry_id,protocol,fold_name,heldout_geometry,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value
G01_R0079,G01,LOGO,holdout_G01,G01,25,6,1e-05,0.75,0.1,0.0,0.0,6.6977547,6.892406231320316
G01_R0080,G01,LOGO,holdout_G01,G01,25,6,1e-05,0.75,0.2,0.0,0.0,14.089505,14.440092220191882
G01_R0081,G01,LOGO,holdout_G01,G01,25,6,1e-05,0.75,0.3,0.0,0.0,25.947354,26.59802240837071
G01_R0082,G01,LOGO,holdout_G01,G01,25,6,1e-05,0.7,0.1,0.0,0.0,6.711645,6.90572576581872
G01_R0083,G01,LOGO,holdout_G01,G01,25,6,1e-05,0.7,0.2,0.0,0.0,14.122356,14.472495138580442
G01_R0084,G01,LOGO,holdout_G01,G01,25,6,1e-05,0.7,0.3,0.0,0.0,26.007168,26.65696024893621
G01_R0085,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.85,0.1,0.0,0.0,24.410804,24.71441357421169
G01_R0086,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.85,0.2,0.0,0.0,78.946158,79.43530483681894
G01_R0087,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.85,0.3,0.0,0.0,168.59137800000002,169.34094997894266
G01_R0088,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.8,0.1,0.0,0.0,24.455769,24.763695619365876
G01_R0089,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.8,0.2,0.0,0.0,79.044114,79.5344316269851
G01_R0090,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.8,0.3,0.0,0.0,168.75132200000002,169.5071736550248
G01_R0091,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.75,0.1,0.0,0.0,24.504731,24.81927762031288
G01_R0092,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.75,0.2,0.0,0.0,79.15306600000001,79.64812701886036
G01_R0093,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.75,0.3,0.0,0.0,168.93126099999998,169.702336104984
G01_R0094,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.7,0.1,0.0,0.0,24.55769,24.87891621459811
G01_R0095,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.7,0.2,0.0,0.0,79.27501500000001,79.77397140479117
G01_R0096,G01,LOGO,holdout_G01,G01,25,6,1e-06,0.7,0.3,0.0,0.0,169.13119600000002,169.90975349265725
G01_R0097,G01,LOGO,holdout_G01,G01,25,20,0.001,0.85,0.1,0.0,0.0,3.5391007,3.646197455971828
G01_R0098,G01,LOGO,holdout_G01,G01,25,20,0.001,0.85,0.2,0.0,0.0,4.931962,5.133931446796789
G01_R0099,G01,LOGO,holdout_G01,G01,25,20,0.001,0.85,0.3,0.0,0.0,6.9917847,7.3553055330668995
G01_R0100,G01,LOGO,holdout_G01,G01,25,20,0.001,0.8,0.1,0.0,0.0,3.5506918,3.6582025193447594
G01_R0101,G01,LOGO,holdout_G01,G01,25,20,0.001,0.8,0.2,0.0,0.0,4.9540439,5.157422280159938
G01_R0102,G01,LOGO,holdout_G01,G01,25,20,0.001,0.8,0.3,0.0,0.0,7.0272847,7.393324922765827
G01_R0103,G01,LOGO,holdout_G01,G01,25,20,0.001,0.75,0.1,0.0,0.0,3.5627573,3.670900182531122
G01_R0104,G01,LOGO,holdout_G01,G01,25,20,0.001,0.75,0.2,0.0,0.0,4.9773848,5.1820863467908325
G01_R0105,G01,LOGO,holdout_G01,G01,25,20,0.001,0.75,0.3,0.0,0.0,7.0650341,7.43474888419113
G01_R0106,G01,LOGO,holdout_G01,G01,25,20,0.001,0.7,0.1,0.0,0.0,3.575394,3.684564208466636
G01_R0107,G01,LOGO,holdout_G01,G01,25,20,0.001,0.7,0.2,0.0,0.0,5.0019789,5.208505524769725
G01_R0108,G01,LOGO,holdout_G01,G01,25,20,0.001,0.7,0.3,0.0,0.0,7.105325400000001,7.47755923492908
G01_R0109,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.85,0.1,0.0,0.0,4.437649,4.592448146339078
G01_R0110,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.85,0.2,0.0,0.0,6.7143536,7.0061748632539365
G01_R0111,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.85,0.3,0.0,0.0,10.326261,10.881514700955254
G01_R0112,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.8,0.1,0.0,0.0,4.4470186,4.600531696485686
G01_R0113,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.8,0.2,0.0,0.0,6.731568299999999,7.021009710371264
G01_R0114,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.8,0.3,0.0,0.0,10.355907,10.907357030270786
G01_R0115,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.75,0.1,0.0,0.0,4.4569642,4.611876257671853
G01_R0116,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.75,0.2,0.0,0.0,6.7501525,7.040905031674225
G01_R0117,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.75,0.3,0.0,0.0,10.387515,10.941067953675727
G01_R0118,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.7,0.1,0.0,0.0,4.4674817,4.62171279752744
G01_R0119,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.7,0.2,0.0,0.0,6.770200999999999,7.061106085165631
G01_R0120,G01,LOGO,holdout_G01,G01,25,20,0.0001,0.7,0.3,0.0,0.0,10.422079,10.977109642635504
G01_R0121,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.85,0.1,0.0,0.0,6.6742439000000005,6.869917756697901
G01_R0122,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.85,0.2,0.0,0.0,14.034764,14.384770769443332
G01_R0123,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.85,0.3,0.0,0.0,25.849678,26.50750867996872
G01_R0124,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.8,0.1,0.0,0.0,6.6853538,6.879251746935528
G01_R0125,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.8,0.2,0.0,0.0,14.060641,14.40936423910206
G01_R0126,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.8,0.3,0.0,0.0,25.895523,26.5456746734978
G01_R0127,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.75,0.1,0.0,0.0,6.6977547,6.892391773638768
G01_R0128,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.75,0.2,0.0,0.0,14.089505,14.440210780471638
G01_R0129,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.75,0.3,0.0,0.0,25.947354,26.598239281176262
G01_R0130,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.7,0.1,0.0,0.0,6.711645,6.9057809584675285
G01_R0131,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.7,0.2,0.0,0.0,14.122356,14.472563880580434
G01_R0132,G01,LOGO,holdout_G01,G01,25,20,1e-05,0.7,0.3,0.0,0.0,26.007168,26.65710103585288
G01_R0133,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.85,0.1,0.0,0.0,24.410804,24.714477768572788
G01_R0134,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.85,0.2,0.0,0.0,78.946158,79.43511572009275
G01_R0135,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.85,0.3,0.0,0.0,168.59137800000002,169.34117081748437
G01_R0136,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.8,0.1,0.0,0.0,24.455769,24.76377873468729
G01_R0137,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.8,0.2,0.0,0.0,79.044114,79.5344908120074
G01_R0138,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.8,0.3,0.0,0.0,168.75132200000002,169.5073020966558
G01_R0139,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.75,0.1,0.0,0.0,24.504731,24.819412312455725
G01_R0140,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.75,0.2,0.0,0.0,79.15306600000001,79.64801245008952
G01_R0141,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.75,0.3,0.0,0.0,168.93126099999998,169.7019340123799
G01_R0142,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.7,0.1,0.0,0.0,24.55769,24.879041227990943
G01_R0143,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.7,0.2,0.0,0.0,79.27501500000001,79.77386401716612
G01_R0144,G01,LOGO,holdout_G01,G01,25,20,1e-06,0.7,0.3,0.0,0.0,169.13119600000002,169.90931175877034
G01_R0145,G01,LOGO,holdout_G01,G01,25,50,0.001,0.85,0.1,0.0,0.0,3.5391007,3.6462030089405775
G01_R0146,G01,LOGO,holdout_G01,G01,25,50,0.001,0.85,0.2,0.0,0.0,4.931962,5.133931272838455
G01_R0147,G01,LOGO,holdout_G01,G01,25,50,0.001,0.85,0.3,0.0,0.0,6.9917847,7.355334071000231
G01_R0148,G01,LOGO,holdout_G01,G01,25,50,0.001,0.8,0.1,0.0,0.0,3.5506918,3.6581873330614254
G01_R0149,G01,LOGO,holdout_G01,G01,25,50,0.001,0.8,0.2,0.0,0.0,4.9540439,5.15743046828494
G01_R0150,G01,LOGO,holdout_G01,G01,25,50,0.001,0.8,0.3,0.0,0.0,7.0272847,7.393405687642613
G01_R0151,G01,LOGO,holdout_G01,G01,25,50,0.001,0.75,0.1,0.0,0.0,3.5627573,3.6709578621061216
G01_R0152,G01,LOGO,holdout_G01,G01,25,50,0.001,0.75,0.2,0.0,0.0,4.9773848,5.182059673553335
G01_R0153,G01,LOGO,holdout_G01,G01,25,50,0.001,0.75,0.3,0.0,0.0,7.0650341,7.434818007711964
G01_R0154,G01,LOGO,holdout_G01,G01,25,50,0.001,0.7,0.1,0.0,0.0,3.575394,3.6845746953999714
G01_R0155,G01,LOGO,holdout_G01,G01,25,50,0.001,0.7,0.2,0.0,0.0,5.0019789,5.208452670357223
G01_R0156,G01,LOGO,holdout_G01,G01,25,50,0.001,0.7,0.3,0.0,0.0,7.105325400000001,7.477600999554079
G01_R0157,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.85,0.1,0.0,0.0,4.437649,4.59257709417241
G01_R0158,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.85,0.2,0.0,0.0,6.7143536,7.006144680041433
G01_R0159,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.85,0.3,0.0,0.0,10.326261,10.881491522996926
G01_R0160,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.8,0.1,0.0,0.0,4.4470186,4.600674041691937
G01_R0161,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.8,0.2,0.0,0.0,6.731568299999999,7.021004168258765
G01_R0162,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.8,0.3,0.0,0.0,10.355907,10.907235244895793
G01_R0163,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.75,0.1,0.0,0.0,4.4569642,4.611929652117687
G01_R0164,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.75,0.2,0.0,0.0,6.7501525,7.04090193153464
G01_R0165,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.75,0.3,0.0,0.0,10.387515,10.941108046779892
G01_R0166,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.7,0.1,0.0,0.0,4.4674817,4.621701196755119
G01_R0167,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.7,0.2,0.0,0.0,6.770200999999999,7.061059205646876
G01_R0168,G01,LOGO,holdout_G01,G01,25,50,0.0001,0.7,0.3,0.0,0.0,10.422079,10.97721058746884
G01_R0169,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.85,0.1,0.0,0.0,6.6742439000000005,6.869853245843737
G01_R0170,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.85,0.2,0.0,0.0,14.034764,14.384916592193331
G01_R0171,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.85,0.3,0.0,0.0,25.849678,26.50754747867409
G01_R0172,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.8,0.1,0.0,0.0,6.6853538,6.87923212649803
G01_R0173,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.8,0.2,0.0,0.0,14.060641,14.40945705516457
G01_R0174,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.8,0.3,0.0,0.0,25.895523,26.545591732036492
G01_R0175,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.75,0.1,0.0,0.0,6.6977547,6.892384019763767
G01_R0176,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.75,0.2,0.0,0.0,14.089505,14.44013999320378
G01_R0177,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.75,0.3,0.0,0.0,25.947354,26.5981320298846
G01_R0178,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.7,0.1,0.0,0.0,6.711645,6.90579725432169
G01_R0179,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.7,0.2,0.0,0.0,14.122356,14.472490069955434
G01_R0180,G01,LOGO,holdout_G01,G01,25,50,1e-05,0.7,0.3,0.0,0.0,26.007168,26.657036749290377
G01_R0181,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.85,0.1,0.0,0.0,24.410804,24.714331680287067
G01_R0182,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.85,0.2,0.0,0.0,78.946158,79.4348393925779
G01_R0183,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.85,0.3,0.0,0.0,168.59137800000002,169.34099054559448
G01_R0184,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.8,0.1,0.0,0.0,24.455769,24.76382071331825
G01_R0185,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.8,0.2,0.0,0.0,79.044114,79.53419648119488
G01_R0186,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.8,0.3,0.0,0.0,168.75132200000002,169.50789720078075
G01_R0187,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.75,0.1,0.0,0.0,24.504731,24.81945136120572
G01_R0188,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.75,0.2,0.0,0.0,79.15306600000001,79.648227394652
G01_R0189,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.75,0.3,0.0,0.0,168.93126099999998,169.7020907064632
G01_R0190,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.7,0.1,0.0,0.0,24.55769,24.87901769861595
G01_R0191,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.7,0.2,0.0,0.0,79.27501500000001,79.77398615922863
G01_R0192,G01,LOGO,holdout_G01,G01,25,50,1e-06,0.7,0.3,0.0,0.0,169.13119600000002,169.90893170052033
G01_R0193,G01,LOGO,holdout_G01,G01,100,3,0.001,0.85,0.1,0.0,0.0,15.135925,15.830144022667849
G01_R0194,G01,LOGO,holdout_G01,G01,100,3,0.001,0.85,0.2,0.0,0.0,21.309251,22.501618517768357
G01_R0195,G01,LOGO,holdout_G01,G01,100,3,0.001,0.85,0.3,0.0,0.0,30.508539,32.57521435880999
G01_R0196,G01,LOGO,holdout_G01,G01,100,3,0.001,0.8,0.1,0.0,0.0,15.200943,15.887953189474077
G01_R0197,G01,LOGO,holdout_G01,G01,100,3,0.001,0.8,0.2,0.0,0.0,21.431028,22.629307391188814
G01_R0198,G01,LOGO,holdout_G01,G01,100,3,0.001,0.8,0.3,0.0,0.0,30.71707,32.8062815362819
G01_R0199,G01,LOGO,holdout_G01,G01,100,3,0.001,0.75,0.1,0.0,0.0,15.27188,15.968808088338887
G01_R0200,G01,LOGO,holdout_G01,G01,100,3,0.001,0.75,0.2,0.0,0.0,21.561695,22.77223152603436
G01_R0201,G01,LOGO,holdout_G01,G01,100,3,0.001,0.75,0.3,0.0,0.0,30.942466,33.05855274657992
G01_R0202,G01,LOGO,holdout_G01,G01,100,3,0.001,0.7,0.1,0.0,0.0,15.346728,16.039557088421855
G01_R0203,G01,LOGO,holdout_G01,G01,100,3,0.001,0.7,0.2,0.0,0.0,21.702236,22.922085197869105
G01_R0204,G01,LOGO,holdout_G01,G01,100,3,0.001,0.7,0.3,0.0,0.0,31.187713,33.32224089550388
G01_R0205,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.85,0.1,0.0,0.0,18.847063,19.75746623707764
G01_R0206,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.85,0.2,0.0,0.0,28.761825,30.36034075462977
G01_R0207,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.85,0.3,0.0,0.0,44.408754,47.29404809052992
G01_R0208,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.8,0.1,0.0,0.0,18.895318000000003,19.79926800720512
G01_R0209,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.8,0.2,0.0,0.0,28.871917,30.454645336630133
G01_R0210,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.8,0.3,0.0,0.0,44.615621,47.470611758779015
G01_R0211,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.75,0.1,0.0,0.0,18.946497,19.85787829089184
G01_R0212,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.75,0.2,0.0,0.0,28.991915,30.589500330736133
G01_R0213,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.75,0.3,0.0,0.0,44.844372,47.72186018786511
G01_R0214,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.7,0.1,0.0,0.0,19.002587,19.90727033843888
G01_R0215,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.7,0.2,0.0,0.0,29.124803,30.71354927483244
G01_R0216,G01,LOGO,holdout_G01,G01,100,3,0.0001,0.7,0.3,0.0,0.0,45.101987,47.96363058819039
G01_R0217,G01,LOGO,holdout_G01,G01,100,3,1e-05,0.85,0.1,0.0,0.0,28.1661,29.26372541692852
