case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,pct_error
G01_R0081,G01,test,25,6,1e-05,0.75,0.3,0.0,0.0,25.947354,25.95948775896361,0.0467629915698306
G01_R0082,G01,train,25,6,1e-05,0.7,0.1,0.0,0.0,6.711645,6.704486567796866,-0.1066568956363778
G01_R0083,G01,train,25,6,1e-05,0.7,0.2,0.0,0.0,14.122356,14.115904522596644,-0.0456827274666929
G01_R0084,G01,train,25,6,1e-05,0.7,0.3,0.0,0.0,26.007168,25.99043435058224,-0.0643424513494224
G01_R0085,G01,test,25,6,1e-06,0.85,0.1,0.0,0.0,24.410804,24.454888144129413,0.1805927577371641
G01_R0086,G01,train,25,6,1e-06,0.85,0.2,0.0,0.0,78.946158,78.96295246697267,0.0212733176612209
G01_R0087,G01,train,25,6,1e-06,0.85,0.3,0.0,0.0,168.59137800000002,168.6409656847354,0.0294129423008638
G01_R0088,G01,train,25,6,1e-06,0.8,0.1,0.0,0.0,24.455769,24.455003046629415,-0.003131994624998
G01_R0089,G01,train,25,6,1e-06,0.8,0.2,0.0,0.0,79.044114,79.03161487120491,-0.0158128520424491
G01_R0090,G01,train,25,6,1e-06,0.8,0.3,0.0,0.0,168.75132200000002,168.73893947960087,-0.0073377323818198
G01_R0091,G01,test,25,6,1e-06,0.75,0.1,0.0,0.0,24.504731,24.50763920717776,0.0118679416548474
G01_R0092,G01,train,25,6,1e-06,0.75,0.2,0.0,0.0,79.15306600000001,79.20611736079337,0.0670237597534899
G01_R0093,G01,train,25,6,1e-06,0.75,0.3,0.0,0.0,168.93126099999998,168.95960708176136,0.0167796543952775
G01_R0094,G01,test,25,6,1e-06,0.7,0.1,0.0,0.0,24.55769,24.52632094614489,-0.127736174921632
G01_R0095,G01,train,25,6,1e-06,0.7,0.2,0.0,0.0,79.27501500000001,79.24804424668622,-0.034021757439958
G01_R0096,G01,test,25,6,1e-06,0.7,0.3,0.0,0.0,169.13119600000002,169.01707535525824,-0.0674746276504627
G01_R0097,G01,test,25,20,0.001,0.85,0.1,0.0,0.0,3.5391007,3.546171052712049,0.1997782293125774
G01_R0098,G01,train,25,20,0.001,0.85,0.2,0.0,0.0,4.931962,4.934983738317795,0.0612684833702052
G01_R0099,G01,train,25,20,0.001,0.85,0.3,0.0,0.0,6.9917847,6.997702499703816,0.0846393296952669
G01_R0100,G01,test,25,20,0.001,0.8,0.1,0.0,0.0,3.5506918,3.5493598704495644,-0.0375118322135338
G01_R0101,G01,test,25,20,0.001,0.8,0.2,0.0,0.0,4.9540439,4.950985468326874,-0.0617360632013357
G01_R0102,G01,train,25,20,0.001,0.8,0.3,0.0,0.0,7.0272847,7.02194981487822,-0.075916735261627
G01_R0103,G01,train,25,20,0.001,0.75,0.1,0.0,0.0,3.5627573,3.564914491012952,0.0605483571095928
G01_R0104,G01,train,25,20,0.001,0.75,0.2,0.0,0.0,4.9773848,4.983530306641707,0.1234685861882013
G01_R0105,G01,train,25,20,0.001,0.75,0.3,0.0,0.0,7.0650341,7.08184721482427,0.2379764143568685
G01_R0106,G01,train,25,20,0.001,0.7,0.1,0.0,0.0,3.575394,3.5736192792343475,-0.0496370684084791
G01_R0107,G01,train,25,20,0.001,0.7,0.2,0.0,0.0,5.0019789,4.998169622854766,-0.0761554021196344
G01_R0108,G01,train,25,20,0.001,0.7,0.3,0.0,0.0,7.105325400000001,7.096518626945061,-0.1239460905610309
G01_R0109,G01,train,25,20,0.0001,0.85,0.1,0.0,0.0,4.437649,4.440340931183318,0.0606612010845734
G01_R0110,G01,test,25,20,0.0001,0.85,0.2,0.0,0.0,6.7143536,6.7320720649523205,0.263889363114873
G01_R0111,G01,train,25,20,0.0001,0.85,0.3,0.0,0.0,10.326261,10.336255328108548,0.0967855461773364
G01_R0112,G01,test,25,20,0.0001,0.8,0.1,0.0,0.0,4.4470186,4.445544001502068,-0.0331592608569723
G01_R0113,G01,train,25,20,0.0001,0.8,0.2,0.0,0.0,6.731568299999999,6.7320720649523205,0.0074836194163131
G01_R0114,G01,test,25,20,0.0001,0.8,0.3,0.0,0.0,10.355907,10.351492299203237,-0.0426297841103169
G01_R0115,G01,train,25,20,0.0001,0.75,0.1,0.0,0.0,4.4569642,4.458178956444028,0.0272552434688246
G01_R0116,G01,train,25,20,0.0001,0.75,0.2,0.0,0.0,6.7501525,6.7528873668760285,0.0405156309583833
G01_R0117,G01,train,25,20,0.0001,0.75,0.3,0.0,0.0,10.387515,10.391472574767413,0.0380993410590704
G01_R0118,G01,train,25,20,0.0001,0.7,0.1,0.0,0.0,4.4674817,4.464576577869011,-0.0650281820066134
G01_R0119,G01,train,25,20,0.0001,0.7,0.2,0.0,0.0,6.770200999999999,6.7597607486132665,-0.1542088837057093
G01_R0120,G01,train,25,20,0.0001,0.7,0.3,0.0,0.0,10.422079,10.412477013249443,-0.0921312029063972
G01_R0121,G01,test,25,20,1e-05,0.85,0.1,0.0,0.0,6.6742439000000005,6.680747647088359,0.0974454512871286
G01_R0122,G01,train,25,20,1e-05,0.85,0.2,0.0,0.0,14.034764,14.04214496607364,0.0525905962768017
G01_R0123,G01,test,25,20,1e-05,0.85,0.3,0.0,0.0,25.849678,25.877170534739932,0.106355424388399
G01_R0124,G01,train,25,20,1e-05,0.8,0.1,0.0,0.0,6.6853538,6.684471723472719,-0.0131941637446374
G01_R0125,G01,train,25,20,1e-05,0.8,0.2,0.0,0.0,14.060641,14.058045303200142,-0.018460728780844
G01_R0126,G01,train,25,20,1e-05,0.8,0.3,0.0,0.0,25.895523,25.8918139985613,-0.0143229446985892
G01_R0127,G01,train,25,20,1e-05,0.75,0.1,0.0,0.0,6.6977547,6.69965910193494,0.0284334380735102
G01_R0128,G01,train,25,20,1e-05,0.75,0.2,0.0,0.0,14.089505,14.102515811909427,0.0923439958282998
G01_R0129,G01,train,25,20,1e-05,0.75,0.3,0.0,0.0,25.947354,25.95658216775824,0.0355649665019458
G01_R0130,G01,train,25,20,1e-05,0.7,0.1,0.0,0.0,6.711645,6.704505919505793,-0.1063685652951909
G01_R0131,G01,train,25,20,1e-05,0.7,0.2,0.0,0.0,14.122356,14.115389292001405,-0.0493310606147932
G01_R0132,G01,train,25,20,1e-05,0.7,0.3,0.0,0.0,26.007168,25.98737052875187,-0.0761231336227344
G01_R0133,G01,test,25,20,1e-06,0.85,0.1,0.0,0.0,24.410804,24.459318384342232,0.1987414439206244
G01_R0134,G01,train,25,20,1e-06,0.85,0.2,0.0,0.0,78.946158,78.96180707174054,0.0198224614559969
G01_R0135,G01,test,25,20,1e-06,0.85,0.3,0.0,0.0,168.59137800000002,168.64668786998516,0.0328070573010783
G01_R0136,G01,test,25,20,1e-06,0.8,0.1,0.0,0.0,24.455769,24.45943328684223,0.0149833229215999
G01_R0137,G01,train,25,20,1e-06,0.8,0.2,0.0,0.0,79.044114,79.03072361684777,-0.0169403924904864
G01_R0138,G01,train,25,20,1e-06,0.8,0.3,0.0,0.0,168.75132200000002,168.74461251947562,-0.0039759573109552
G01_R0139,G01,train,25,20,1e-06,0.75,0.1,0.0,0.0,24.504731,24.51195330364057,0.0294730990541154
G01_R0140,G01,test,25,20,1e-06,0.75,0.2,0.0,0.0,79.15306600000001,79.21021108045103,0.0721956625799208
G01_R0141,G01,train,25,20,1e-06,0.75,0.3,0.0,0.0,168.93126099999998,168.96821759676118,0.0218767068584188
G01_R0142,G01,train,25,20,1e-06,0.7,0.1,0.0,0.0,24.55769,24.531063345691027,-0.1084249141876678
G01_R0143,G01,train,25,20,1e-06,0.7,0.2,0.0,0.0,79.27501500000001,79.2521379663439,-0.0288578105675735
G01_R0144,G01,train,25,20,1e-06,0.7,0.3,0.0,0.0,169.13119600000002,169.02573085500805,-0.0623570030167394
G01_R0145,G01,test,25,50,0.001,0.85,0.1,0.0,0.0,3.5391007,3.546163333274549,0.199560110695611
G01_R0146,G01,train,25,50,0.001,0.85,0.2,0.0,0.0,4.931962,4.9352054773969565,0.0657644441898796
G01_R0147,G01,train,25,50,0.001,0.85,0.3,0.0,0.0,6.9917847,6.997655191078817,0.0839626980907541
G01_R0148,G01,train,25,50,0.001,0.8,0.1,0.0,0.0,3.5506918,3.5493521510120645,-0.0377292387904687
G01_R0149,G01,train,25,50,0.001,0.8,0.2,0.0,0.0,4.9540439,4.951207207406036,-0.0572601424457438
G01_R0150,G01,test,25,50,0.001,0.8,0.3,0.0,0.0,7.0272847,7.0219025062532205,-0.0765899487006625
G01_R0151,G01,test,25,50,0.001,0.75,0.1,0.0,0.0,3.5627573,3.564906771575452,0.0603316867935897
G01_R0152,G01,test,25,50,0.001,0.75,0.2,0.0,0.0,4.9773848,4.983530306641707,0.1234685861882013
G01_R0153,G01,test,25,50,0.001,0.75,0.3,0.0,0.0,7.0650341,7.081799906199271,0.23730679798517
G01_R0154,G01,train,25,50,0.001,0.7,0.1,0.0,0.0,3.575394,3.573611559796847,-0.0498529729353741
G01_R0155,G01,train,25,50,0.001,0.7,0.2,0.0,0.0,5.0019789,4.998169622854766,-0.0761554021196344
G01_R0156,G01,train,25,50,0.001,0.7,0.3,0.0,0.0,7.105325400000001,7.096471318320061,-0.1246119098210423
G01_R0157,G01,train,25,50,0.0001,0.85,0.1,0.0,0.0,4.437649,4.440289997902073,0.0595134473698236
G01_R0158,G01,test,25,50,0.0001,0.85,0.2,0.0,0.0,6.7143536,6.732097024946074,0.2642611039441558
G01_R0159,G01,train,25,50,0.0001,0.85,0.3,0.0,0.0,10.326261,10.336638171566872,0.1004930203378649
G01_R0160,G01,train,25,50,0.0001,0.8,0.1,0.0,0.0,4.4470186,4.445510120804156,-0.0339211352937489
G01_R0161,G01,train,25,50,0.0001,0.8,0.2,0.0,0.0,6.731568299999999,6.732097024946074,0.0078544095894386
G01_R0162,G01,train,25,50,0.0001,0.8,0.3,0.0,0.0,10.355907,10.35190610624489,-0.0386339289751285
G01_R0163,G01,train,25,50,0.0001,0.75,0.1,0.0,0.0,4.4569642,4.458358909089861,0.0312928044129442
G01_R0164,G01,train,25,50,0.0001,0.75,0.2,0.0,0.0,6.7501525,6.752912326869782,0.0408854002895743
G01_R0165,G01,train,25,50,0.0001,0.75,0.3,0.0,0.0,10.387515,10.391627824600745,0.0395939221338546
G01_R0166,G01,train,25,50,0.0001,0.7,0.1,0.0,0.0,4.4674817,4.464762746514844,-0.0608609876377444
G01_R0167,G01,test,25,50,0.0001,0.7,0.2,0.0,0.0,6.770200999999999,6.759754734940352,-0.1542977093242442
G01_R0168,G01,train,25,50,0.0001,0.7,0.3,0.0,0.0,10.422079,10.412728585582776,-0.089717362699166
G01_R0169,G01,test,25,50,1e-05,0.85,0.1,0.0,0.0,6.6742439000000005,6.680760564692527,0.0976389953703417
G01_R0170,G01,train,25,50,1e-05,0.85,0.2,0.0,0.0,14.034764,14.041829837761142,0.0503452552614564
G01_R0171,G01,train,25,50,1e-05,0.85,0.3,0.0,0.0,25.849678,25.875408967588186,0.0995407663808614
G01_R0172,G01,train,25,50,1e-05,0.8,0.1,0.0,0.0,6.6853538,6.684484641076887,-0.0130009412981655
G01_R0173,G01,train,25,50,1e-05,0.8,0.2,0.0,0.0,14.060641,14.057730174887643,-0.0207019375031003
G01_R0174,G01,train,25,50,1e-05,0.8,0.3,0.0,0.0,25.895523,25.890106422034545,-0.0209170440985451
G01_R0175,G01,train,25,50,1e-05,0.75,0.1,0.0,0.0,6.6977547,6.699672019539107,0.0286263027684023
G01_R0176,G01,test,25,50,1e-05,0.75,0.2,0.0,0.0,14.089505,14.102454601659428,0.0919095572160061
G01_R0177,G01,train,25,50,1e-05,0.75,0.3,0.0,0.0,25.947354,25.956079796246343,0.0336288480372426
G01_R0178,G01,test,25,50,1e-05,0.7,0.1,0.0,0.0,6.711645,6.704505919505793,-0.1063685652951909
G01_R0179,G01,train,25,50,1e-05,0.7,0.2,0.0,0.0,14.122356,14.115389292001405,-0.0493310606147932
G01_R0180,G01,test,25,50,1e-05,0.7,0.3,0.0,0.0,26.007168,25.98686138073104,-0.0780808555124402
G01_R0181,G01,test,25,50,1e-06,0.85,0.1,0.0,0.0,24.410804,24.46027473059224,0.2026591610511347
G01_R0182,G01,train,25,50,1e-06,0.85,0.2,0.0,0.0,78.946158,78.96278722540721,0.0210640084691831
G01_R0183,G01,train,25,50,1e-06,0.85,0.3,0.0,0.0,168.59137800000002,168.64227107067282,0.0301872321565575
G01_R0184,G01,train,25,50,1e-06,0.8,0.1,0.0,0.0,24.455769,24.46032717559224,0.018638447199256
G01_R0185,G01,test,25,50,1e-06,0.8,0.2,0.0,0.0,79.044114,79.03096346270193,-0.0166369595819112
G01_R0186,G01,train,25,50,1e-06,0.8,0.3,0.0,0.0,168.75132200000002,168.7401957201633,-0.0065932993619464
G01_R0187,G01,train,25,50,1e-06,0.75,0.1,0.0,0.0,24.504731,24.51437112220304,0.0393398409598456
G01_R0188,G01,train,25,50,1e-06,0.75,0.2,0.0,0.0,79.15306600000001,79.20409941588865,0.0644743387307819
G01_R0189,G01,test,25,50,1e-06,0.75,0.3,0.0,0.0,168.93126099999998,168.96709297811532,0.0212109812613899
G01_R0190,G01,train,25,50,1e-06,0.7,0.1,0.0,0.0,24.55769,24.53334189522969,-0.0991465596736293
G01_R0191,G01,train,25,50,1e-06,0.7,0.2,0.0,0.0,79.27501500000001,79.24597632344816,-0.0366303009237514
G01_R0192,G01,test,25,50,1e-06,0.7,0.3,0.0,0.0,169.13119600000002,169.0246062363622,-0.0630219416398073
G01_R0193,G01,test,100,3,0.001,0.85,0.1,0.0,0.0,15.135925,15.175241846309014,0.2597584641111358
G01_R0194,G01,train,100,3,0.001,0.85,0.2,0.0,0.0,21.309251,21.344854467192715,0.1670798621345949
G01_R0195,G01,train,100,3,0.001,0.85,0.3,0.0,0.0,30.508539,30.56641395376029,0.1897008367404507
G01_R0196,G01,train,100,3,0.001,0.8,0.1,0.0,0.0,15.200943,15.195937034022243,-0.032931943615309
G01_R0197,G01,test,100,3,0.001,0.8,0.2,0.0,0.0,21.431028,21.40925482380588,-0.101596508548821
G01_R0198,G01,train,100,3,0.001,0.8,0.3,0.0,0.0,30.71707,30.69582825555346,-0.0691528991747521
G01_R0199,G01,train,100,3,0.001,0.75,0.1,0.0,0.0,15.27188,15.281718482352758,0.0644222083512891
G01_R0200,G01,test,100,3,0.001,0.75,0.2,0.0,0.0,21.561695,21.596569264669647,0.1617417585660426
G01_R0201,G01,train,100,3,0.001,0.75,0.3,0.0,0.0,30.942466,30.979224022336485,0.1187947409766416
G01_R0202,G01,train,100,3,0.001,0.7,0.1,0.0,0.0,15.346728,15.327949962991752,-0.1223585705581554
G01_R0203,G01,train,100,3,0.001,0.7,0.2,0.0,0.0,21.702236,21.66460072332564,-0.1734165856198481
G01_R0204,G01,test,100,3,0.001,0.7,0.3,0.0,0.0,31.187713,31.04720093447913,-0.450536612033291
G01_R0205,G01,train,100,3,0.0001,0.85,0.1,0.0,0.0,18.847063,18.86271168588702,0.0830298380549924
G01_R0206,G01,test,100,3,0.0001,0.85,0.2,0.0,0.0,28.761825,28.795256145265807,0.1162344366736287
G01_R0207,G01,train,100,3,0.0001,0.85,0.3,0.0,0.0,44.408754,44.520762993256405,0.2522227785458758
G01_R0208,G01,train,100,3,0.0001,0.8,0.1,0.0,0.0,18.895318000000003,18.889020105908106,-0.0333304477431785
G01_R0209,G01,train,100,3,0.0001,0.8,0.2,0.0,0.0,28.871917,28.86544354719444,-0.0224212781075746
G01_R0210,G01,train,100,3,0.0001,0.8,0.3,0.0,0.0,44.615621,44.58978824554524,-0.0579006945902514
G01_R0211,G01,train,100,3,0.0001,0.75,0.1,0.0,0.0,18.946497,18.95718995725712,0.056437647851845
G01_R0212,G01,test,100,3,0.0001,0.75,0.2,0.0,0.0,28.991915,29.01980870446568,0.0962120110578513
G01_R0213,G01,train,100,3,0.0001,0.75,0.3,0.0,0.0,44.844372,44.9266311937234,0.1834325915488239
G01_R0214,G01,train,100,3,0.0001,0.7,0.1,0.0,0.0,19.002587,18.98767325946945,-0.078482685176228
G01_R0215,G01,test,100,3,0.0001,0.7,0.2,0.0,0.0,29.124803,29.084570791562943,-0.1381372723347088
G01_R0216,G01,train,100,3,0.0001,0.7,0.3,0.0,0.0,45.101987,45.03247232799266,-0.1541277372266189
G01_R0217,G01,train,100,3,1e-05,0.85,0.1,0.0,0.0,28.1661,28.19381541965264,0.0983999192385058
G01_R0218,G01,train,100,3,1e-05,0.85,0.2,0.0,0.0,59.088896,59.12363316517507,0.0587879746053698
G01_R0219,G01,train,100,3,1e-05,0.85,0.3,0.0,0.0,108.595423,108.72143575284144,0.1160387329044549
G01_R0220,G01,train,100,3,1e-05,0.8,0.1,0.0,0.0,28.247794000000003,28.240145988271784,-0.0270747221118153
G01_R0221,G01,test,100,3,1e-05,0.8,0.2,0.0,0.0,59.323476,59.2953229424691,-0.047456857603726
G01_R0222,G01,train,100,3,1e-05,0.8,0.3,0.0,0.0,109.064893,109.01330122459169,-0.0473037418267232
G01_R0223,G01,train,100,3,1e-05,0.75,0.1,0.0,0.0,28.340457,28.4026241145997,0.2193581938346976
G01_R0224,G01,train,100,3,1e-05,0.75,0.2,0.0,0.0,59.592016,59.65745953209645,0.1098192954177827
G01_R0225,G01,train,100,3,1e-05,0.75,0.3,0.0,0.0,109.594314,109.68640459430696,0.0840286242468445
G01_R0226,G01,train,100,3,1e-05,0.7,0.1,0.0,0.0,28.446084,28.40885458348956,-0.1308771235803216
G01_R0227,G01,train,100,3,1e-05,0.7,0.2,0.0,0.0,59.90051,59.736568876382,-0.2736890280533545
G01_R0228,G01,train,100,3,1e-05,0.7,0.3,0.0,0.0,110.213675,110.05781548068182,-0.141415771970375
G01_R0229,G01,train,100,3,1e-06,0.85,0.1,0.0,0.0,99.825659,99.87142062881446,0.0458415494301526
G01_R0230,G01,train,100,3,1e-06,0.85,0.2,0.0,0.0,321.337835,321.5137131639192,0.0547331016651705
G01_R0231,G01,test,100,3,1e-06,0.85,0.3,0.0,0.0,685.2637070000001,685.6890077519098,0.0620638080734853
