case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,pct_error
G01_R0018,G01,test,25,3,0.0001,0.8,0.3,0.0,0.0,8.4287,8.391957741305923,-0.4359184535465281
G01_R0019,G01,train,25,3,0.0001,0.75,0.1,0.0,0.0,7.0204,7.007279437023056,-0.1868919573947919
G01_R0020,G01,test,25,3,0.0001,0.75,0.2,0.0,0.0,7.6351,7.618188185416682,-0.2215008917148233
G01_R0021,G01,train,25,3,0.0001,0.75,0.3,0.0,0.0,8.4333,8.401818217645214,-0.3733032425596721
G01_R0022,G01,train,25,3,0.0001,0.7,0.1,0.0,0.0,7.0235,7.007205021844486,-0.2320065231795283
G01_R0023,G01,train,25,3,0.0001,0.7,0.2,0.0,0.0,7.6389,7.621127868402802,-0.2326530206861973
G01_R0024,G01,test,25,3,0.0001,0.7,0.3,0.0,0.0,8.4382,8.400272157674983,-0.4494778782799254
G01_R0025,G01,train,25,3,1e-05,0.85,0.1,0.0,0.0,7.0987,7.104877435037882,0.0870220609109028
G01_R0026,G01,train,25,3,1e-05,0.85,0.2,0.0,0.0,7.7415,7.737723990678424,-0.048776197398135
G01_R0027,G01,test,25,3,1e-05,0.85,0.3,0.0,0.0,8.5874,8.567463435912689,-0.232160654998154
G01_R0028,G01,train,25,3,1e-05,0.8,0.1,0.0,0.0,7.0997,7.1049481350378825,0.07392051830193
G01_R0029,G01,train,25,3,1e-05,0.8,0.2,0.0,0.0,7.7428,7.737356440331199,-0.0703047950198988
G01_R0030,G01,test,25,3,1e-05,0.8,0.3,0.0,0.0,8.589,8.56871577698413,-0.2361651300019891
G01_R0031,G01,train,25,3,1e-05,0.75,0.1,0.0,0.0,7.1008,7.104832899621212,0.0567950036786372
G01_R0032,G01,train,25,3,1e-05,0.75,0.2,0.0,0.0,7.7441,7.737628835569297,-0.0835625112111564
G01_R0033,G01,train,25,3,1e-05,0.75,0.3,0.0,0.0,8.5907,8.577873758432542,-0.1493038002427979
G01_R0034,G01,test,25,3,1e-05,0.7,0.1,0.0,0.0,7.1019,7.104841176406927,0.0414139372129591
G01_R0035,G01,train,25,3,1e-05,0.7,0.2,0.0,0.0,7.7455,7.738222653426442,-0.0939558010916998
G01_R0036,G01,train,25,3,1e-05,0.7,0.3,0.0,0.0,8.5925,8.579920397619048,-0.1464021225598023
G01_R0037,G01,train,25,3,1e-06,0.85,0.1,0.0,0.0,7.1248,7.1171372285714325,-0.1075506881395559
G01_R0038,G01,train,25,3,1e-06,0.85,0.2,0.0,0.0,7.7759,7.76506369568452,-0.1393575575236277
G01_R0039,G01,train,25,3,1e-06,0.85,0.3,0.0,0.0,8.6348,8.62982966537697,-0.0575616646943747
G01_R0040,G01,train,25,3,1e-06,0.8,0.1,0.0,0.0,7.125,7.1172221889881,-0.1091622598161435
G01_R0041,G01,train,25,3,1e-06,0.8,0.2,0.0,0.0,7.7762,7.763651277033722,-0.1613734596111034
G01_R0042,G01,train,25,3,1e-06,0.8,0.3,0.0,0.0,8.6351,8.629853049156734,-0.0607630582536982
G01_R0043,G01,train,25,3,1e-06,0.75,0.1,0.0,0.0,7.1253,7.11704026607143,-0.1159212093325215
G01_R0044,G01,test,25,3,1e-06,0.75,0.2,0.0,0.0,7.7765,7.764570567807528,-0.1534036159258321
G01_R0045,G01,train,25,3,1e-06,0.75,0.3,0.0,0.0,8.6355,8.630487972668636,-0.0580398046594235
G01_R0046,G01,test,25,3,1e-06,0.7,0.1,0.0,0.0,7.1256,7.117005397023811,-0.1206158495591867
G01_R0047,G01,train,25,3,1e-06,0.7,0.2,0.0,0.0,7.7769,7.76387965411705,-0.1674233419865225
G01_R0048,G01,train,25,3,1e-06,0.7,0.3,0.0,0.0,8.6359,8.630999667906726,-0.0567437336383354
G01_R0049,G01,train,25,6,0.001,0.85,0.1,0.0,0.0,7.3903,7.379410961656743,-0.1473423046866455
G01_R0050,G01,train,25,6,0.001,0.85,0.2,0.0,0.0,7.9617,7.961746706795618,0.0005866435009834
G01_R0051,G01,train,25,6,0.001,0.85,0.3,0.0,0.0,8.624,8.624244374625738,0.0028336575340562
G01_R0052,G01,test,25,6,0.001,0.8,0.1,0.0,0.0,7.3954,7.378422573164681,-0.2295673910176565
G01_R0053,G01,train,25,6,0.001,0.8,0.2,0.0,0.0,7.9689,7.962012141914665,-0.0864342391714566
G01_R0054,G01,train,25,6,0.001,0.8,0.3,0.0,0.0,8.6324,8.625059332959074,-0.0850362244674322
G01_R0055,G01,train,25,6,0.001,0.75,0.1,0.0,0.0,7.4006,7.381915705952378,-0.252469989563308
G01_R0056,G01,train,25,6,0.001,0.75,0.2,0.0,0.0,7.9764,7.966463172073403,-0.1245778537510308
G01_R0057,G01,train,25,6,0.001,0.75,0.3,0.0,0.0,8.6413,8.631904173088023,-0.1087316365821891
G01_R0058,G01,train,25,6,0.001,0.7,0.1,0.0,0.0,7.4062,7.384141426835317,-0.2978392855267638
G01_R0059,G01,train,25,6,0.001,0.7,0.2,0.0,0.0,7.9844,7.968243918055549,-0.2023455982221687
G01_R0060,G01,train,25,6,0.001,0.7,0.3,0.0,0.0,8.6508,8.632697317978895,-0.2092602073924401
G01_R0061,G01,train,25,6,0.0001,0.85,0.1,0.0,0.0,7.6993,7.6878463675099376,-0.1487619977148894
G01_R0062,G01,test,25,6,0.0001,0.85,0.2,0.0,0.0,8.3581,8.337408228869055,-0.2475654889382169
G01_R0063,G01,train,25,6,0.0001,0.85,0.3,0.0,0.0,9.1968,9.198173439136912,0.0149338806640644
G01_R0064,G01,train,25,6,0.0001,0.8,0.1,0.0,0.0,7.7022,7.688163679712312,-0.1822378059215271
G01_R0065,G01,train,25,6,0.0001,0.8,0.2,0.0,0.0,8.3617,8.338168709226196,-0.2814175439660024
G01_R0066,G01,train,25,6,0.0001,0.8,0.3,0.0,0.0,9.2014,9.19786430550596,-0.0384256145156209
G01_R0067,G01,train,25,6,0.0001,0.75,0.1,0.0,0.0,7.7052,7.68773894310517,-0.2266139346782593
G01_R0068,G01,train,25,6,0.0001,0.75,0.2,0.0,0.0,8.3654,8.340684565178583,-0.2954483326728751
G01_R0069,G01,train,25,6,0.0001,0.75,0.3,0.0,0.0,9.2061,9.199441522619068,-0.0723267983286197
G01_R0070,G01,test,25,6,0.0001,0.7,0.1,0.0,0.0,7.7083,7.686469002480173,-0.2832141655076631
G01_R0071,G01,test,25,6,0.0001,0.7,0.2,0.0,0.0,8.3694,8.341598493551599,-0.3321804006069924
G01_R0072,G01,train,25,6,0.0001,0.7,0.3,0.0,0.0,9.211,9.200604709226214,-0.1128573528801032
G01_R0073,G01,train,25,6,1e-05,0.85,0.1,0.0,0.0,7.7834,7.787462630307544,0.0521960879248679
G01_R0074,G01,test,25,6,1e-05,0.85,0.2,0.0,0.0,8.4703,8.456597744146817,-0.161768247325154
G01_R0075,G01,train,25,6,1e-05,0.85,0.3,0.0,0.0,9.3549,9.3501314946564,-0.0509733438476302
G01_R0076,G01,train,25,6,1e-05,0.8,0.1,0.0,0.0,7.7844,7.787683513244055,0.0421806850117537
G01_R0077,G01,train,25,6,1e-05,0.8,0.2,0.0,0.0,8.4716,8.45827834102182,-0.1572508024243347
G01_R0078,G01,train,25,6,1e-05,0.8,0.3,0.0,0.0,9.3566,9.350159296739731,-0.0688359367747617
G01_R0079,G01,train,25,6,1e-05,0.75,0.1,0.0,0.0,7.7854,7.785670814980177,0.0034784979599906
G01_R0080,G01,test,25,6,1e-05,0.75,0.2,0.0,0.0,8.4729,8.45735786111111,-0.1834335220395575
G01_R0081,G01,test,25,6,1e-05,0.75,0.3,0.0,0.0,9.3582,9.348260082503623,-0.1062161259256779
G01_R0082,G01,train,25,6,1e-05,0.7,0.1,0.0,0.0,7.7865,7.785678087003987,-0.0105556154371437
G01_R0083,G01,train,25,6,1e-05,0.7,0.2,0.0,0.0,8.4742,8.45969872429202,-0.1711226511998784
G01_R0084,G01,train,25,6,1e-05,0.7,0.3,0.0,0.0,9.36,9.349132234586952,-0.1161086048402541
G01_R0085,G01,test,25,6,1e-06,0.85,0.1,0.0,0.0,7.8095,7.788208694593255,-0.2726334004321013
G01_R0086,G01,train,25,6,1e-06,0.85,0.2,0.0,0.0,8.5044,8.498459604901699,-0.0698508430730147
G01_R0087,G01,train,25,6,1e-06,0.85,0.3,0.0,0.0,9.4011,9.391182129216263,-0.1054969182726981
G01_R0088,G01,train,25,6,1e-06,0.8,0.1,0.0,0.0,7.8097,7.788704741517862,-0.2688356592716495
G01_R0089,G01,train,25,6,1e-06,0.8,0.2,0.0,0.0,8.5046,8.499151380199319,-0.0640667380086228
G01_R0090,G01,train,25,6,1e-06,0.8,0.3,0.0,0.0,9.4015,9.391014254017852,-0.111532691401884
G01_R0091,G01,test,25,6,1e-06,0.75,0.1,0.0,0.0,7.81,7.786257450992078,-0.3040019079119241
G01_R0092,G01,train,25,6,1e-06,0.75,0.2,0.0,0.0,8.5049,8.499391941833515,-0.0647633501450213
G01_R0093,G01,train,25,6,1e-06,0.75,0.3,0.0,0.0,9.4018,9.39062319107142,-0.1188794584928415
G01_R0094,G01,test,25,6,1e-06,0.7,0.1,0.0,0.0,7.8103,7.786482711408745,-0.3049471670903178
G01_R0095,G01,train,25,6,1e-06,0.7,0.2,0.0,0.0,8.5053,8.499179584492248,-0.071960019138089
G01_R0096,G01,test,25,6,1e-06,0.7,0.3,0.0,0.0,9.4023,9.390223017261889,-0.1284471112186566
G01_R0097,G01,test,25,20,0.001,0.85,0.1,0.0,0.0,9.6697,9.621684643452388,-0.4965547695131415
G01_R0098,G01,train,25,20,0.001,0.85,0.2,0.0,0.0,10.35,10.334112882034638,-0.1534987243030071
G01_R0099,G01,train,25,20,0.001,0.85,0.3,0.0,0.0,11.136,11.140912791666668,0.0441163044779755
G01_R0100,G01,test,25,20,0.001,0.8,0.1,0.0,0.0,9.6757,9.622779699702388,-0.5469402761310588
G01_R0101,G01,test,25,20,0.001,0.8,0.2,0.0,0.0,10.358,10.333875880050511,-0.232903262690568
G01_R0102,G01,train,25,20,0.001,0.8,0.3,0.0,0.0,11.146,11.14238963392858,-0.0323915850656933
G01_R0103,G01,train,25,20,0.001,0.75,0.1,0.0,0.0,9.6819,9.634308996825403,-0.4915461136202131
G01_R0104,G01,train,25,20,0.001,0.75,0.2,0.0,0.0,10.367,10.341177152371936,-0.2490869839689739
G01_R0105,G01,train,25,20,0.001,0.75,0.3,0.0,0.0,11.157,11.14087166021828,-0.1445580333577227
G01_R0106,G01,train,25,20,0.001,0.7,0.1,0.0,0.0,9.6884,9.642360605253428,-0.475201217399899
G01_R0107,G01,train,25,20,0.001,0.7,0.2,0.0,0.0,10.376,10.345316636814571,-0.2957147569914051
G01_R0108,G01,train,25,20,0.001,0.7,0.3,0.0,0.0,11.168,11.1421212792659,-0.2317220696104825
G01_R0109,G01,train,25,20,0.0001,0.85,0.1,0.0,0.0,10.021,10.00250784613096,-0.1845340172541697
G01_R0110,G01,test,25,20,0.0001,0.85,0.2,0.0,0.0,10.789,10.774854665369366,-0.1311088574532718
G01_R0111,G01,train,25,20,0.0001,0.85,0.3,0.0,0.0,11.753,11.74091864880952,-0.1027937649151671
G01_R0112,G01,test,25,20,0.0001,0.8,0.1,0.0,0.0,10.024,10.002233008630965,-0.217148756674343
G01_R0113,G01,train,25,20,0.0001,0.8,0.2,0.0,0.0,10.793,10.775575201083653,-0.1614453712252989
G01_R0114,G01,test,25,20,0.0001,0.8,0.3,0.0,0.0,11.758,11.74277970337301,-0.1294463057236688
G01_R0115,G01,train,25,20,0.0001,0.75,0.1,0.0,0.0,10.028,10.003076998214295,-0.2485341223145531
G01_R0116,G01,train,25,20,0.0001,0.75,0.2,0.0,0.0,10.797,10.776009162889205,-0.1944136066573685
G01_R0117,G01,train,25,20,0.0001,0.75,0.3,0.0,0.0,11.764,11.745945381944429,-0.1534734618800773
G01_R0118,G01,train,25,20,0.0001,0.7,0.1,0.0,0.0,10.031,10.005238326785731,-0.256820588318905
G01_R0119,G01,train,25,20,0.0001,0.7,0.2,0.0,0.0,10.802,10.777763788385233,-0.2243678172076166
G01_R0120,G01,train,25,20,0.0001,0.7,0.3,0.0,0.0,11.769,11.74743364583331,-0.1832471252161663
G01_R0121,G01,test,25,20,1e-05,0.85,0.1,0.0,0.0,10.116,10.118973711084031,0.0293961158959403
G01_R0122,G01,train,25,20,1e-05,0.85,0.2,0.0,0.0,10.913,10.918364444760067,0.0491564625681952
G01_R0123,G01,test,25,20,1e-05,0.85,0.3,0.0,0.0,11.923,11.924722843253935,0.0144497463216902
G01_R0124,G01,train,25,20,1e-05,0.8,0.1,0.0,0.0,10.117,10.119462231917366,0.0243375696092204
G01_R0125,G01,train,25,20,1e-05,0.8,0.2,0.0,0.0,10.914,10.917777819760072,0.0346144379702458
G01_R0126,G01,train,25,20,1e-05,0.8,0.3,0.0,0.0,11.925,11.926993861111068,0.0167200093171276
G01_R0127,G01,train,25,20,1e-05,0.75,0.1,0.0,0.0,10.118,10.11943482715546,0.0141809365038573
G01_R0128,G01,train,25,20,1e-05,0.75,0.2,0.0,0.0,10.916,10.917726833152956,0.0158192850215836
G01_R0129,G01,train,25,20,1e-05,0.75,0.3,0.0,0.0,11.927,11.927612515872974,0.0051355401439996
G01_R0130,G01,train,25,20,1e-05,0.7,0.1,0.0,0.0,10.12,10.120258410488782,0.0025534633278958
G01_R0131,G01,train,25,20,1e-05,0.7,0.2,0.0,0.0,10.917,10.91837265458153,0.0125735511727602
G01_R0132,G01,train,25,20,1e-05,0.7,0.3,0.0,0.0,11.929,11.927895096230118,-0.0092623335558874
G01_R0133,G01,test,25,20,1e-06,0.85,0.1,0.0,0.0,10.146,10.128945099972896,-0.1680948159580466
G01_R0134,G01,train,25,20,1e-06,0.85,0.2,0.0,0.0,10.95,10.941040956168813,-0.0818177518829828
G01_R0135,G01,test,25,20,1e-06,0.85,0.3,0.0,0.0,11.973,11.957932717261924,-0.1258438381197416
G01_R0136,G01,test,25,20,1e-06,0.8,0.1,0.0,0.0,10.146,10.129149037472896,-0.166084787375369
G01_R0137,G01,train,25,20,1e-06,0.8,0.2,0.0,0.0,10.951,10.940638810335484,-0.0946140961055301
G01_R0138,G01,train,25,20,1e-06,0.8,0.3,0.0,0.0,11.973,11.95911009226192,-0.1160102542226757
G01_R0139,G01,train,25,20,1e-06,0.75,0.1,0.0,0.0,10.146,10.129704908504642,-0.1606060663843716
G01_R0140,G01,test,25,20,1e-06,0.75,0.2,0.0,0.0,10.951,10.940315564799771,-0.0975658405645815
G01_R0141,G01,train,25,20,1e-06,0.75,0.3,0.0,0.0,11.974,11.959869389880977,-0.1180107743362725
G01_R0142,G01,train,25,20,1e-06,0.7,0.1,0.0,0.0,10.146,10.130471887671298,-0.1530466423093095
G01_R0143,G01,train,25,20,1e-06,0.7,0.2,0.0,0.0,10.951,10.940923421942635,-0.0920151406936835
G01_R0144,G01,train,25,20,1e-06,0.7,0.3,0.0,0.0,11.974,11.960641931547638,-0.1115589481573593
G01_R0145,G01,test,25,50,0.001,0.85,0.1,0.0,0.0,12.563,12.501539500992042,-0.4892183316720433
G01_R0146,G01,train,25,50,0.001,0.85,0.2,0.0,0.0,13.412,13.39204842162696,-0.1487591587611157
G01_R0147,G01,train,25,50,0.001,0.85,0.3,0.0,0.0,14.389,14.341005304067435,-0.3335512956603246
G01_R0148,G01,train,25,50,0.001,0.8,0.1,0.0,0.0,12.57,12.510168105654744,-0.4759896129296458
G01_R0149,G01,train,25,50,0.001,0.8,0.2,0.0,0.0,13.423,13.392468984126966,-0.2274529976386374
G01_R0150,G01,test,25,50,0.001,0.8,0.3,0.0,0.0,14.402,14.336824567956324,-0.4525443135930807
G01_R0151,G01,test,25,50,0.001,0.75,0.1,0.0,0.0,12.578,12.506539782738068,-0.5681365659240832
G01_R0152,G01,test,25,50,0.001,0.75,0.2,0.0,0.0,13.434,13.3940977266865,-0.2970245147647721
G01_R0153,G01,test,25,50,0.001,0.75,0.3,0.0,0.0,14.415,14.343120625992013,-0.4986428998126007
G01_R0154,G01,train,25,50,0.001,0.7,0.1,0.0,0.0,12.587,12.517955305059491,-0.5485397230516151
G01_R0155,G01,train,25,50,0.001,0.7,0.2,0.0,0.0,13.446,13.400844589781748,-0.3358278314610415
G01_R0156,G01,train,25,50,0.001,0.7,0.3,0.0,0.0,14.429,14.36231721924599,-0.4621441593596985
G01_R0157,G01,train,25,50,0.0001,0.85,0.1,0.0,0.0,13.0,12.992658032467556,-0.0564766733264904
G01_R0158,G01,test,25,50,0.0001,0.85,0.2,0.0,0.0,13.954,13.893744921130931,-0.4318122321131392
G01_R0159,G01,train,25,50,0.0001,0.85,0.3,0.0,0.0,15.143,15.132742523809512,-0.0677374112823563
G01_R0160,G01,train,25,50,0.0001,0.8,0.1,0.0,0.0,13.005,12.992098740800886,-0.0992023006467888
G01_R0161,G01,train,25,50,0.0001,0.8,0.2,0.0,0.0,13.959,13.902894935019818,-0.4019275376472652
G01_R0162,G01,train,25,50,0.0001,0.8,0.3,0.0,0.0,15.15,15.134612908730151,-0.1015649588768914
G01_R0163,G01,train,25,50,0.0001,0.75,0.1,0.0,0.0,13.009,12.994034816197718,-0.1150371573701434
G01_R0164,G01,train,25,50,0.0001,0.75,0.2,0.0,0.0,13.964,13.911380360615054,-0.3768235418572525
G01_R0165,G01,train,25,50,0.0001,0.75,0.3,0.0,0.0,15.156,15.141197088293634,-0.0976703068511931
G01_R0166,G01,train,25,50,0.0001,0.7,0.1,0.0,0.0,13.013,12.994520039412002,-0.1420115314531447
G01_R0167,G01,test,25,50,0.0001,0.7,0.2,0.0,0.0,13.97,13.910651699900766,-0.4248267723638819
G01_R0168,G01,train,25,50,0.0001,0.7,0.3,0.0,0.0,15.163,15.14189037847221,-0.1392179748584723
G01_R0169,G01,test,25,50,1e-05,0.85,0.1,0.0,0.0,13.119,13.123359417162671,0.0332297977183725
G01_R0170,G01,train,25,50,1e-05,0.85,0.2,0.0,0.0,14.107,14.115611230429318,0.0610422515723998
G01_R0171,G01,train,25,50,1e-05,0.85,0.3,0.0,0.0,15.351,15.353717327876968,0.0177013085594879
G01_R0172,G01,train,25,50,1e-05,0.8,0.1,0.0,0.0,13.12,13.12376412549601,0.028689980914713
G01_R0173,G01,train,25,50,1e-05,0.8,0.2,0.0,0.0,14.108,14.115725022096004,0.0547563233342934
G01_R0174,G01,train,25,50,1e-05,0.8,0.3,0.0,0.0,15.353,15.352497041666652,-0.0032759612671646
G01_R0175,G01,train,25,50,1e-05,0.75,0.1,0.0,0.0,13.122,13.125493190972184,0.026620873130502
G01_R0176,G01,test,25,50,1e-05,0.75,0.2,0.0,0.0,14.11,14.117434084596004,0.052686637817185
G01_R0177,G01,train,25,50,1e-05,0.75,0.3,0.0,0.0,15.355,15.35334007638888,-0.0108103133254437
G01_R0178,G01,test,25,50,1e-05,0.7,0.1,0.0,0.0,13.123,13.125411732638849,0.018377906262665
G01_R0179,G01,train,25,50,1e-05,0.7,0.2,0.0,0.0,14.112,14.117078417929331,0.0359865216080731
G01_R0180,G01,test,25,50,1e-05,0.7,0.3,0.0,0.0,15.358,15.352604501984104,-0.0351315146236294
G01_R0181,G01,test,25,50,1e-06,0.85,0.1,0.0,0.0,13.155,13.139383586805534,-0.1187108566664001
G01_R0182,G01,train,25,50,1e-06,0.85,0.2,0.0,0.0,14.153,14.13837290476197,-0.1033497861798194
G01_R0183,G01,train,25,50,1e-06,0.85,0.3,0.0,0.0,15.412,15.382915156250023,-0.1887155706590809
G01_R0184,G01,train,25,50,1e-06,0.8,0.1,0.0,0.0,13.156,13.139620211805536,-0.1245043188998552
G01_R0185,G01,test,25,50,1e-06,0.8,0.2,0.0,0.0,14.154,14.138239633928654,-0.1113492021431814
G01_R0186,G01,train,25,50,1e-06,0.8,0.3,0.0,0.0,15.412,15.380497342261924,-0.2044034371793215
G01_R0187,G01,train,25,50,1e-06,0.75,0.1,0.0,0.0,13.156,13.140930937003931,-0.114541372727799
G01_R0188,G01,train,25,50,1e-06,0.75,0.2,0.0,0.0,14.154,14.140377842261987,-0.0962424596439939
G01_R0189,G01,test,25,50,1e-06,0.75,0.3,0.0,0.0,15.413,15.378926432043672,-0.2210703169813043
G01_R0190,G01,train,25,50,1e-06,0.7,0.1,0.0,0.0,13.157,13.14103362450393,-0.1213527057541262
G01_R0191,G01,train,25,50,1e-06,0.7,0.2,0.0,0.0,14.154,14.139891946428657,-0.0996753820216541
G01_R0192,G01,test,25,50,1e-06,0.7,0.3,0.0,0.0,15.413,15.379191307043673,-0.2193518001448614
G01_R0193,G01,test,100,3,0.001,0.85,0.1,0.0,0.0,8.6293,8.615492799458861,-0.1600037145671045
G01_R0194,G01,train,100,3,0.001,0.85,0.2,0.0,0.0,9.2588,9.208241504897208,-0.5460588316282141
G01_R0195,G01,train,100,3,0.001,0.85,0.3,0.0,0.0,10.008,9.993914324048482,-0.1407441641838195
G01_R0196,G01,train,100,3,0.001,0.8,0.1,0.0,0.0,8.6367,8.616017799458861,-0.2394687848499801
G01_R0197,G01,test,100,3,0.001,0.8,0.2,0.0,0.0,9.2687,9.20663728540316,-0.669594598992734
G01_R0198,G01,train,100,3,0.001,0.8,0.3,0.0,0.0,10.02,9.994975502619912,-0.2497454828352045
G01_R0199,G01,train,100,3,0.001,0.75,0.1,0.0,0.0,8.6445,8.619552927137429,-0.2885889624914342
G01_R0200,G01,test,100,3,0.001,0.75,0.2,0.0,0.0,9.2792,9.208151587486492,-0.765673899835192
G01_R0201,G01,train,100,3,0.001,0.75,0.3,0.0,0.0,10.034,9.998273623899683,-0.3560531801905093
G01_R0202,G01,train,100,3,0.001,0.7,0.1,0.0,0.0,8.6529,8.623881050054091,-0.3353667550290568
G01_R0203,G01,train,100,3,0.001,0.7,0.2,0.0,0.0,9.2905,9.219459807526166,-0.7646541356636801
G01_R0204,G01,test,100,3,0.001,0.7,0.3,0.0,0.0,10.048,9.99823558148897,-0.4952669039712378
G01_R0205,G01,train,100,3,0.0001,0.85,0.1,0.0,0.0,8.9129,8.92102113586308,0.0911166496098906
G01_R0206,G01,test,100,3,0.0001,0.85,0.2,0.0,0.0,9.6173,9.628674886503438,0.1182752592041192
G01_R0207,G01,train,100,3,0.0001,0.85,0.3,0.0,0.0,10.531,10.529808462301578,-0.0113145731499673
G01_R0208,G01,train,100,3,0.0001,0.8,0.1,0.0,0.0,8.9161,8.921401090624984,0.059455262109938
G01_R0209,G01,train,100,3,0.0001,0.8,0.2,0.0,0.0,9.6216,9.627733331741531,0.0637454450562319
G01_R0210,G01,train,100,3,0.0001,0.8,0.3,0.0,0.0,10.536,10.530536727182533,-0.0518533866502188
G01_R0211,G01,train,100,3,0.0001,0.75,0.1,0.0,0.0,8.9194,8.92267598973213,0.0367288128364158
G01_R0212,G01,test,100,3,0.0001,0.75,0.2,0.0,0.0,9.6261,9.630651100937952,0.0472787623020142
G01_R0213,G01,train,100,3,0.0001,0.75,0.3,0.0,0.0,10.542,10.532678087301594,-0.0884264152760923
G01_R0214,G01,train,100,3,0.0001,0.7,0.1,0.0,0.0,8.9229,8.922129413690461,-0.008636052287248
G01_R0215,G01,test,100,3,0.0001,0.7,0.2,0.0,0.0,9.6308,9.630592465521284,-0.0021549038368246
G01_R0216,G01,train,100,3,0.0001,0.7,0.3,0.0,0.0,10.548,10.53296163492064,-0.1425707724626402
G01_R0217,G01,train,100,3,1e-05,0.85,0.1,0.0,0.0,8.9919,8.993435827579372,0.0170801229926116
G01_R0218,G01,train,100,3,1e-05,0.85,0.2,0.0,0.0,9.7152,9.70162433417207,-0.1397363495134339
G01_R0219,G01,train,100,3,1e-05,0.85,0.3,0.0,0.0,10.67,10.668809699314592,-0.0111555828060599
G01_R0220,G01,train,100,3,1e-05,0.8,0.1,0.0,0.0,8.993,8.99385241448413,0.0094786443247956
G01_R0221,G01,test,100,3,1e-05,0.8,0.2,0.0,0.0,9.7167,9.699820039826829,-0.1737211210922496
G01_R0222,G01,train,100,3,1e-05,0.8,0.3,0.0,0.0,10.672,10.669200883838403,-0.0262285997151164
G01_R0223,G01,train,100,3,1e-05,0.75,0.1,0.0,0.0,8.9941,8.994430556051588,0.0036752543510603
G01_R0224,G01,train,100,3,1e-05,0.75,0.2,0.0,0.0,9.7182,9.707536727624458,-0.1097247677094705
G01_R0225,G01,train,100,3,1e-05,0.75,0.3,0.0,0.0,10.674,10.673532645743148,-0.0043784359832475
G01_R0226,G01,train,100,3,1e-05,0.7,0.1,0.0,0.0,8.9953,8.993942312152775,-0.0150933025827377
G01_R0227,G01,train,100,3,1e-05,0.7,0.2,0.0,0.0,9.7199,9.70778138000541,-0.1246784431382189
G01_R0228,G01,train,100,3,1e-05,0.7,0.3,0.0,0.0,10.676,10.673527967171722,-0.0231550470988938
G01_R0229,G01,train,100,3,1e-06,0.85,0.1,0.0,0.0,9.0168,9.013044853521826,-0.0416461103514943
G01_R0230,G01,train,100,3,1e-06,0.85,0.2,0.0,0.0,9.7444,9.730061146076828,-0.1471496851850558
G01_R0231,G01,test,100,3,1e-06,0.85,0.3,0.0,0.0,10.709,10.670642726100306,-0.3581779241730654
G01_R0232,G01,train,100,3,1e-06,0.8,0.1,0.0,0.0,9.0171,9.013227723958332,-0.0429436963288327
G01_R0233,G01,train,100,3,1e-06,0.8,0.2,0.0,0.0,9.7448,9.72832351066016,-0.1690798101535237
G01_R0234,G01,test,100,3,1e-06,0.8,0.3,0.0,0.0,10.709,10.671241815386022,-0.352583664338198
G01_R0235,G01,train,100,3,1e-06,0.75,0.1,0.0,0.0,9.0174,9.013420814781732,-0.0441278552384107
