case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,residual,abs_error
G01_R0041,G01,train,25,3,1e-06,0.8,0.2,0.0,0.0,79.044114,79.0328229952049,-0.0112910047950975,0.0112910047950975
G01_R0042,G01,train,25,3,1e-06,0.8,0.3,0.0,0.0,168.75132200000002,168.7399762455595,-0.0113457544405264,0.0113457544405264
G01_R0043,G01,train,25,3,1e-06,0.75,0.1,0.0,0.0,24.504731,24.50722775624026,0.0024967562402586,0.0024967562402586
G01_R0044,G01,test,25,3,1e-06,0.75,0.2,0.0,0.0,79.15306600000001,79.20611736079337,0.0530513607933613,0.0530513607933613
G01_R0045,G01,train,25,3,1e-06,0.75,0.3,0.0,0.0,168.93126099999998,168.96819789529397,0.0369368952939908,0.0369368952939908
G01_R0046,G01,test,25,3,1e-06,0.7,0.1,0.0,0.0,24.55769,24.52588909437405,-0.0318009056259462,0.0318009056259462
G01_R0047,G01,train,25,3,1e-06,0.7,0.2,0.0,0.0,79.27501500000001,79.24804424668622,-0.0269707533137903,0.0269707533137903
G01_R0048,G01,train,25,3,1e-06,0.7,0.3,0.0,0.0,169.13119600000002,169.02566616879085,-0.1055298312091679,0.1055298312091679
G01_R0049,G01,train,25,6,0.001,0.85,0.1,0.0,0.0,3.5391007,3.546174953545383,0.0070742535453827,0.0070742535453827
G01_R0050,G01,train,25,6,0.001,0.85,0.2,0.0,0.0,4.931962,4.935459084833269,0.0034970848332687,0.0034970848332687
G01_R0051,G01,train,25,6,0.001,0.85,0.3,0.0,0.0,6.9917847,6.998740590118104,0.0069558901181032,0.0069558901181032
G01_R0052,G01,test,25,6,0.001,0.8,0.1,0.0,0.0,3.5506918,3.5493674569870644,-0.0013243430129357,0.0013243430129357
G01_R0053,G01,train,25,6,0.001,0.8,0.2,0.0,0.0,4.9540439,4.951491008491902,-0.0025528915080981,0.0025528915080981
G01_R0054,G01,train,25,6,0.001,0.8,0.3,0.0,0.0,7.0272847,7.022872417134176,-0.0044122828658244,0.0044122828658244
G01_R0055,G01,train,25,6,0.001,0.75,0.1,0.0,0.0,3.5627573,3.564577431882,0.0018201318819999,0.0018201318819999
G01_R0056,G01,train,25,6,0.001,0.75,0.2,0.0,0.0,4.9773848,4.9831905687864975,0.0058057687864971,0.0058057687864971
G01_R0057,G01,train,25,6,0.001,0.75,0.3,0.0,0.0,7.0650341,7.0819820504857285,0.0169479504857283,0.0169479504857283
G01_R0058,G01,train,25,6,0.001,0.7,0.1,0.0,0.0,3.575394,3.5732467776971446,-0.0021472223028555,0.0021472223028555
G01_R0059,G01,train,25,6,0.001,0.7,0.2,0.0,0.0,5.0019789,4.997804334674556,-0.0041745653254441,0.0041745653254441
G01_R0060,G01,train,25,6,0.001,0.7,0.3,0.0,0.0,7.105325400000001,7.096692784898186,-0.0086326151018152,0.0086326151018152
G01_R0061,G01,train,25,6,0.0001,0.85,0.1,0.0,0.0,4.437649,4.44055849644582,0.0029094964458193,0.0029094964458193
G01_R0062,G01,test,25,6,0.0001,0.85,0.2,0.0,0.0,6.7143536,6.730776240638482,0.0164226406384822,0.0164226406384822
G01_R0063,G01,train,25,6,0.0001,0.85,0.3,0.0,0.0,10.326261,10.336972809772227,0.0107118097722267,0.0107118097722267
G01_R0064,G01,train,25,6,0.0001,0.8,0.1,0.0,0.0,4.4470186,4.445758994920819,-0.0012596050791806,0.0012596050791806
G01_R0065,G01,train,25,6,0.0001,0.8,0.2,0.0,0.0,6.731568299999999,6.730776240638482,-0.0007920593615171,0.0007920593615171
G01_R0066,G01,train,25,6,0.0001,0.8,0.3,0.0,0.0,10.355907,10.352180977533578,-0.0037260224664219,0.0037260224664219
G01_R0067,G01,train,25,6,0.0001,0.75,0.1,0.0,0.0,4.4569642,4.457923310175279,0.0009591101752794,0.0009591101752794
G01_R0068,G01,train,25,6,0.0001,0.75,0.2,0.0,0.0,6.7501525,6.753103508881242,0.0029510088812418,0.0029510088812418
G01_R0069,G01,train,25,6,0.0001,0.75,0.3,0.0,0.0,10.387515,10.3911145401186,0.0035995401185999,0.0035995401185999
G01_R0070,G01,test,25,6,0.0001,0.7,0.1,0.0,0.0,4.4674817,4.464333658000262,-0.0031480419997373,0.0031480419997373
G01_R0071,G01,test,25,6,0.0001,0.7,0.2,0.0,0.0,6.770200999999999,6.760069527068481,-0.0101314729315182,0.0101314729315182
G01_R0072,G01,train,25,6,0.0001,0.7,0.3,0.0,0.0,10.422079,10.412172271725632,-0.0099067282743678,0.0099067282743678
G01_R0073,G01,train,25,6,1e-05,0.85,0.1,0.0,0.0,6.6742439000000005,6.679922977488525,0.0056790774885246,0.0056790774885246
G01_R0074,G01,test,25,6,1e-05,0.85,0.2,0.0,0.0,14.034764,14.04272632318673,0.0079623231867316,0.0079623231867316
G01_R0075,G01,train,25,6,1e-05,0.85,0.3,0.0,0.0,25.849678,25.87563390060457,0.0259559006045648,0.0259559006045648
G01_R0076,G01,train,25,6,1e-05,0.8,0.1,0.0,0.0,6.6853538,6.683648706518719,-0.0017050934812807,0.0017050934812807
G01_R0077,G01,train,25,6,1e-05,0.8,0.2,0.0,0.0,14.060641,14.058583979220971,-0.0020570207790289,0.0020570207790289
G01_R0078,G01,train,25,6,1e-05,0.8,0.3,0.0,0.0,25.895523,25.890277364425927,-0.0052456355740737,0.0052456355740737
G01_R0079,G01,train,25,6,1e-05,0.75,0.1,0.0,0.0,6.6977547,6.699642850451012,0.0018881504510117,0.0018881504510117
G01_R0080,G01,test,25,6,1e-05,0.75,0.2,0.0,0.0,14.089505,14.103035811254667,0.0135308112546663,0.0135308112546663
G01_R0081,G01,test,25,6,1e-05,0.75,0.3,0.0,0.0,25.947354,25.95948775896361,0.0121337589636141,0.0121337589636141
G01_R0082,G01,train,25,6,1e-05,0.7,0.1,0.0,0.0,6.711645,6.704486567796866,-0.0071584322031341,0.0071584322031341
G01_R0083,G01,train,25,6,1e-05,0.7,0.2,0.0,0.0,14.122356,14.115904522596644,-0.0064514774033561,0.0064514774033561
G01_R0084,G01,train,25,6,1e-05,0.7,0.3,0.0,0.0,26.007168,25.99043435058224,-0.0167336494177625,0.0167336494177625
G01_R0085,G01,test,25,6,1e-06,0.85,0.1,0.0,0.0,24.410804,24.454888144129413,0.0440841441294139,0.0440841441294139
G01_R0086,G01,train,25,6,1e-06,0.85,0.2,0.0,0.0,78.946158,78.96295246697267,0.0167944669726693,0.0167944669726693
G01_R0087,G01,train,25,6,1e-06,0.85,0.3,0.0,0.0,168.59137800000002,168.6409656847354,0.0495876847353713,0.0495876847353713
G01_R0088,G01,train,25,6,1e-06,0.8,0.1,0.0,0.0,24.455769,24.455003046629415,-0.0007659533705819,0.0007659533705819
G01_R0089,G01,train,25,6,1e-06,0.8,0.2,0.0,0.0,79.044114,79.03161487120491,-0.0124991287950848,0.0124991287950848
G01_R0090,G01,train,25,6,1e-06,0.8,0.3,0.0,0.0,168.75132200000002,168.73893947960087,-0.012382520399143,0.012382520399143
G01_R0091,G01,test,25,6,1e-06,0.75,0.1,0.0,0.0,24.504731,24.50763920717776,0.0029082071777573,0.0029082071777573
G01_R0092,G01,train,25,6,1e-06,0.75,0.2,0.0,0.0,79.15306600000001,79.20611736079337,0.0530513607933613,0.0530513607933613
G01_R0093,G01,train,25,6,1e-06,0.75,0.3,0.0,0.0,168.93126099999998,168.95960708176136,0.0283460817613843,0.0283460817613843
G01_R0094,G01,test,25,6,1e-06,0.7,0.1,0.0,0.0,24.55769,24.52632094614489,-0.0313690538551121,0.0313690538551121
G01_R0095,G01,train,25,6,1e-06,0.7,0.2,0.0,0.0,79.27501500000001,79.24804424668622,-0.0269707533137903,0.0269707533137903
G01_R0096,G01,test,25,6,1e-06,0.7,0.3,0.0,0.0,169.13119600000002,169.01707535525824,-0.1141206447417744,0.1141206447417744
G01_R0097,G01,test,25,20,0.001,0.85,0.1,0.0,0.0,3.5391007,3.546171052712049,0.007070352712049,0.007070352712049
G01_R0098,G01,train,25,20,0.001,0.85,0.2,0.0,0.0,4.931962,4.934983738317795,0.0030217383177948,0.0030217383177948
G01_R0099,G01,train,25,20,0.001,0.85,0.3,0.0,0.0,6.9917847,6.997702499703816,0.0059177997038162,0.0059177997038162
G01_R0100,G01,test,25,20,0.001,0.8,0.1,0.0,0.0,3.5506918,3.5493598704495644,-0.0013319295504357,0.0013319295504357
G01_R0101,G01,test,25,20,0.001,0.8,0.2,0.0,0.0,4.9540439,4.950985468326874,-0.0030584316731259,0.0030584316731259
G01_R0102,G01,train,25,20,0.001,0.8,0.3,0.0,0.0,7.0272847,7.02194981487822,-0.0053348851217798,0.0053348851217798
G01_R0103,G01,train,25,20,0.001,0.75,0.1,0.0,0.0,3.5627573,3.564914491012952,0.002157191012952,0.002157191012952
G01_R0104,G01,train,25,20,0.001,0.75,0.2,0.0,0.0,4.9773848,4.983530306641707,0.0061455066417064,0.0061455066417064
G01_R0105,G01,train,25,20,0.001,0.75,0.3,0.0,0.0,7.0650341,7.08184721482427,0.01681311482427,0.01681311482427
G01_R0106,G01,train,25,20,0.001,0.7,0.1,0.0,0.0,3.575394,3.5736192792343475,-0.0017747207656526,0.0017747207656526
G01_R0107,G01,train,25,20,0.001,0.7,0.2,0.0,0.0,5.0019789,4.998169622854766,-0.0038092771452342,0.0038092771452342
G01_R0108,G01,train,25,20,0.001,0.7,0.3,0.0,0.0,7.105325400000001,7.096518626945061,-0.0088067730549399,0.0088067730549399
G01_R0109,G01,train,25,20,0.0001,0.85,0.1,0.0,0.0,4.437649,4.440340931183318,0.0026919311833175,0.0026919311833175
G01_R0110,G01,test,25,20,0.0001,0.85,0.2,0.0,0.0,6.7143536,6.7320720649523205,0.0177184649523205,0.0177184649523205
G01_R0111,G01,train,25,20,0.0001,0.85,0.3,0.0,0.0,10.326261,10.336255328108548,0.0099943281085472,0.0099943281085472
G01_R0112,G01,test,25,20,0.0001,0.8,0.1,0.0,0.0,4.4470186,4.445544001502068,-0.001474598497932,0.001474598497932
G01_R0113,G01,train,25,20,0.0001,0.8,0.2,0.0,0.0,6.731568299999999,6.7320720649523205,0.0005037649523211,0.0005037649523211
G01_R0114,G01,test,25,20,0.0001,0.8,0.3,0.0,0.0,10.355907,10.351492299203237,-0.0044147007967652,0.0044147007967652
G01_R0115,G01,train,25,20,0.0001,0.75,0.1,0.0,0.0,4.4569642,4.458178956444028,0.0012147564440283,0.0012147564440283
G01_R0116,G01,train,25,20,0.0001,0.75,0.2,0.0,0.0,6.7501525,6.7528873668760285,0.002734866876028,0.002734866876028
G01_R0117,G01,train,25,20,0.0001,0.75,0.3,0.0,0.0,10.387515,10.391472574767413,0.003957574767412,0.003957574767412
G01_R0118,G01,train,25,20,0.0001,0.7,0.1,0.0,0.0,4.4674817,4.464576577869011,-0.0029051221309881,0.0029051221309881
G01_R0119,G01,train,25,20,0.0001,0.7,0.2,0.0,0.0,6.770200999999999,6.7597607486132665,-0.0104402513867327,0.0104402513867327
G01_R0120,G01,train,25,20,0.0001,0.7,0.3,0.0,0.0,10.422079,10.412477013249443,-0.009601986750555,0.009601986750555
G01_R0121,G01,test,25,20,1e-05,0.85,0.1,0.0,0.0,6.6742439000000005,6.680747647088359,0.0065037470883586,0.0065037470883586
G01_R0122,G01,train,25,20,1e-05,0.85,0.2,0.0,0.0,14.034764,14.04214496607364,0.0073809660736419,0.0073809660736419
G01_R0123,G01,test,25,20,1e-05,0.85,0.3,0.0,0.0,25.849678,25.877170534739932,0.0274925347399346,0.0274925347399346
G01_R0124,G01,train,25,20,1e-05,0.8,0.1,0.0,0.0,6.6853538,6.684471723472719,-0.0008820765272803,0.0008820765272803
G01_R0125,G01,train,25,20,1e-05,0.8,0.2,0.0,0.0,14.060641,14.058045303200142,-0.0025956967998581,0.0025956967998581
G01_R0126,G01,train,25,20,1e-05,0.8,0.3,0.0,0.0,25.895523,25.8918139985613,-0.0037090014387004,0.0037090014387004
G01_R0127,G01,train,25,20,1e-05,0.75,0.1,0.0,0.0,6.6977547,6.69965910193494,0.0019044019349401,0.0019044019349401
G01_R0128,G01,train,25,20,1e-05,0.75,0.2,0.0,0.0,14.089505,14.102515811909427,0.0130108119094281,0.0130108119094281
G01_R0129,G01,train,25,20,1e-05,0.75,0.3,0.0,0.0,25.947354,25.95658216775824,0.0092281677582413,0.0092281677582413
G01_R0130,G01,train,25,20,1e-05,0.7,0.1,0.0,0.0,6.711645,6.704505919505793,-0.0071390804942064,0.0071390804942064
G01_R0131,G01,train,25,20,1e-05,0.7,0.2,0.0,0.0,14.122356,14.115389292001405,-0.0069667079985968,0.0069667079985968
G01_R0132,G01,train,25,20,1e-05,0.7,0.3,0.0,0.0,26.007168,25.98737052875187,-0.019797471248129,0.019797471248129
G01_R0133,G01,test,25,20,1e-06,0.85,0.1,0.0,0.0,24.410804,24.459318384342232,0.0485143843422335,0.0485143843422335
G01_R0134,G01,train,25,20,1e-06,0.85,0.2,0.0,0.0,78.946158,78.96180707174054,0.0156490717405404,0.0156490717405404
G01_R0135,G01,test,25,20,1e-06,0.85,0.3,0.0,0.0,168.59137800000002,168.64668786998516,0.0553098699851375,0.0553098699851375
G01_R0136,G01,test,25,20,1e-06,0.8,0.1,0.0,0.0,24.455769,24.45943328684223,0.0036642868422305,0.0036642868422305
G01_R0137,G01,train,25,20,1e-06,0.8,0.2,0.0,0.0,79.044114,79.03072361684777,-0.0133903831522275,0.0133903831522275
G01_R0138,G01,train,25,20,1e-06,0.8,0.3,0.0,0.0,168.75132200000002,168.74461251947562,-0.0067094805243925,0.0067094805243925
G01_R0139,G01,train,25,20,1e-06,0.75,0.1,0.0,0.0,24.504731,24.51195330364057,0.0072223036405745,0.0072223036405745
G01_R0140,G01,test,25,20,1e-06,0.75,0.2,0.0,0.0,79.15306600000001,79.21021108045103,0.057145080451022,0.057145080451022
G01_R0141,G01,train,25,20,1e-06,0.75,0.3,0.0,0.0,168.93126099999998,168.96821759676118,0.0369565967612004,0.0369565967612004
G01_R0142,G01,train,25,20,1e-06,0.7,0.1,0.0,0.0,24.55769,24.531063345691027,-0.0266266543089734,0.0266266543089734
G01_R0143,G01,train,25,20,1e-06,0.7,0.2,0.0,0.0,79.27501500000001,79.2521379663439,-0.0228770336561154,0.0228770336561154
G01_R0144,G01,train,25,20,1e-06,0.7,0.3,0.0,0.0,169.13119600000002,169.02573085500805,-0.1054651449919674,0.1054651449919674
G01_R0145,G01,test,25,50,0.001,0.85,0.1,0.0,0.0,3.5391007,3.546163333274549,0.0070626332745491,0.0070626332745491
G01_R0146,G01,train,25,50,0.001,0.85,0.2,0.0,0.0,4.931962,4.9352054773969565,0.003243477396956,0.003243477396956
G01_R0147,G01,train,25,50,0.001,0.85,0.3,0.0,0.0,6.9917847,6.997655191078817,0.0058704910788165,0.0058704910788165
G01_R0148,G01,train,25,50,0.001,0.8,0.1,0.0,0.0,3.5506918,3.5493521510120645,-0.0013396489879355,0.0013396489879355
G01_R0149,G01,train,25,50,0.001,0.8,0.2,0.0,0.0,4.9540439,4.951207207406036,-0.0028366925939646,0.0028366925939646
G01_R0150,G01,test,25,50,0.001,0.8,0.3,0.0,0.0,7.0272847,7.0219025062532205,-0.0053821937467795,0.0053821937467795
G01_R0151,G01,test,25,50,0.001,0.75,0.1,0.0,0.0,3.5627573,3.564906771575452,0.0021494715754517,0.0021494715754517
G01_R0152,G01,test,25,50,0.001,0.75,0.2,0.0,0.0,4.9773848,4.983530306641707,0.0061455066417064,0.0061455066417064
G01_R0153,G01,test,25,50,0.001,0.75,0.3,0.0,0.0,7.0650341,7.081799906199271,0.0167658061992703,0.0167658061992703
G01_R0154,G01,train,25,50,0.001,0.7,0.1,0.0,0.0,3.575394,3.573611559796847,-0.0017824402031529,0.0017824402031529
G01_R0155,G01,train,25,50,0.001,0.7,0.2,0.0,0.0,5.0019789,4.998169622854766,-0.0038092771452342,0.0038092771452342
G01_R0156,G01,train,25,50,0.001,0.7,0.3,0.0,0.0,7.105325400000001,7.096471318320061,-0.0088540816799396,0.0088540816799396
G01_R0157,G01,train,25,50,0.0001,0.85,0.1,0.0,0.0,4.437649,4.440289997902073,0.0026409979020725,0.0026409979020725
G01_R0158,G01,test,25,50,0.0001,0.85,0.2,0.0,0.0,6.7143536,6.732097024946074,0.0177434249460741,0.0177434249460741
G01_R0159,G01,train,25,50,0.0001,0.85,0.3,0.0,0.0,10.326261,10.336638171566872,0.010377171566871,0.010377171566871
G01_R0160,G01,train,25,50,0.0001,0.8,0.1,0.0,0.0,4.4470186,4.445510120804156,-0.0015084791958441,0.0015084791958441
G01_R0161,G01,train,25,50,0.0001,0.8,0.2,0.0,0.0,6.731568299999999,6.732097024946074,0.0005287249460748,0.0005287249460748
G01_R0162,G01,train,25,50,0.0001,0.8,0.3,0.0,0.0,10.355907,10.35190610624489,-0.0040008937551103,0.0040008937551103
G01_R0163,G01,train,25,50,0.0001,0.75,0.1,0.0,0.0,4.4569642,4.458358909089861,0.0013947090898609,0.0013947090898609
G01_R0164,G01,train,25,50,0.0001,0.75,0.2,0.0,0.0,6.7501525,6.752912326869782,0.0027598268697817,0.0027598268697817
G01_R0165,G01,train,25,50,0.0001,0.75,0.3,0.0,0.0,10.387515,10.391627824600745,0.0041128246007424,0.0041128246007424
G01_R0166,G01,train,25,50,0.0001,0.7,0.1,0.0,0.0,4.4674817,4.464762746514844,-0.0027189534851554,0.0027189534851554
G01_R0167,G01,test,25,50,0.0001,0.7,0.2,0.0,0.0,6.770200999999999,6.759754734940352,-0.010446265059647,0.010446265059647
G01_R0168,G01,train,25,50,0.0001,0.7,0.3,0.0,0.0,10.422079,10.412728585582776,-0.0093504144172236,0.0093504144172236
G01_R0169,G01,test,25,50,1e-05,0.85,0.1,0.0,0.0,6.6742439000000005,6.680760564692527,0.0065166646925263,0.0065166646925263
G01_R0170,G01,train,25,50,1e-05,0.85,0.2,0.0,0.0,14.034764,14.041829837761142,0.007065837761143,0.007065837761143
G01_R0171,G01,train,25,50,1e-05,0.85,0.3,0.0,0.0,25.849678,25.875408967588186,0.0257309675881849,0.0257309675881849
G01_R0172,G01,train,25,50,1e-05,0.8,0.1,0.0,0.0,6.6853538,6.684484641076887,-0.0008691589231126,0.0008691589231126
G01_R0173,G01,train,25,50,1e-05,0.8,0.2,0.0,0.0,14.060641,14.057730174887643,-0.0029108251123552,0.0029108251123552
G01_R0174,G01,train,25,50,1e-05,0.8,0.3,0.0,0.0,25.895523,25.890106422034545,-0.0054165779654589,0.0054165779654589
G01_R0175,G01,train,25,50,1e-05,0.75,0.1,0.0,0.0,6.6977547,6.699672019539107,0.0019173195391068,0.0019173195391068
G01_R0176,G01,test,25,50,1e-05,0.75,0.2,0.0,0.0,14.089505,14.102454601659428,0.012949601659427,0.012949601659427
G01_R0177,G01,train,25,50,1e-05,0.75,0.3,0.0,0.0,25.947354,25.956079796246343,0.0087257962463453,0.0087257962463453
G01_R0178,G01,test,25,50,1e-05,0.7,0.1,0.0,0.0,6.711645,6.704505919505793,-0.0071390804942064,0.0071390804942064
G01_R0179,G01,train,25,50,1e-05,0.7,0.2,0.0,0.0,14.122356,14.115389292001405,-0.0069667079985968,0.0069667079985968
G01_R0180,G01,test,25,50,1e-05,0.7,0.3,0.0,0.0,26.007168,25.98686138073104,-0.0203066192689576,0.0203066192689576
G01_R0181,G01,test,25,50,1e-06,0.85,0.1,0.0,0.0,24.410804,24.46027473059224,0.0494707305922368,0.0494707305922368
G01_R0182,G01,train,25,50,1e-06,0.85,0.2,0.0,0.0,78.946158,78.96278722540721,0.0166292254072146,0.0166292254072146
G01_R0183,G01,train,25,50,1e-06,0.85,0.3,0.0,0.0,168.59137800000002,168.64227107067282,0.0508930706727994,0.0508930706727994
G01_R0184,G01,train,25,50,1e-06,0.8,0.1,0.0,0.0,24.455769,24.46032717559224,0.004558175592237,0.004558175592237
G01_R0185,G01,test,25,50,1e-06,0.8,0.2,0.0,0.0,79.044114,79.03096346270193,-0.0131505372980598,0.0131505372980598
G01_R0186,G01,train,25,50,1e-06,0.8,0.3,0.0,0.0,168.75132200000002,168.7401957201633,-0.0111262798367022,0.0111262798367022
G01_R0187,G01,train,25,50,1e-06,0.75,0.1,0.0,0.0,24.504731,24.51437112220304,0.009640122203038,0.009640122203038
G01_R0188,G01,train,25,50,1e-06,0.75,0.2,0.0,0.0,79.15306600000001,79.20409941588865,0.0510334158886394,0.0510334158886394
G01_R0189,G01,test,25,50,1e-06,0.75,0.3,0.0,0.0,168.93126099999998,168.96709297811532,0.0358319781153397,0.0358319781153397
G01_R0190,G01,train,25,50,1e-06,0.7,0.1,0.0,0.0,24.55769,24.53334189522969,-0.0243481047703149,0.0243481047703149
G01_R0191,G01,train,25,50,1e-06,0.7,0.2,0.0,0.0,79.27501500000001,79.24597632344816,-0.0290386765518491,0.0290386765518491
G01_R0192,G01,test,25,50,1e-06,0.7,0.3,0.0,0.0,169.13119600000002,169.0246062363622,-0.1065897636378281,0.1065897636378281
G01_R0193,G01,test,100,3,0.001,0.85,0.1,0.0,0.0,15.135925,15.175241846309014,0.0393168463090134,0.0393168463090134
G01_R0194,G01,train,100,3,0.001,0.85,0.2,0.0,0.0,21.309251,21.344854467192715,0.0356034671927147,0.0356034671927147
G01_R0195,G01,train,100,3,0.001,0.85,0.3,0.0,0.0,30.508539,30.56641395376029,0.0578749537602867,0.0578749537602867
G01_R0196,G01,train,100,3,0.001,0.8,0.1,0.0,0.0,15.200943,15.195937034022243,-0.0050059659777552,0.0050059659777552
G01_R0197,G01,test,100,3,0.001,0.8,0.2,0.0,0.0,21.431028,21.40925482380588,-0.0217731761941202,0.0217731761941202
G01_R0198,G01,train,100,3,0.001,0.8,0.3,0.0,0.0,30.71707,30.69582825555346,-0.021241744446538,0.021241744446538
G01_R0199,G01,train,100,3,0.001,0.75,0.1,0.0,0.0,15.27188,15.281718482352758,0.0098384823527588,0.0098384823527588
G01_R0200,G01,test,100,3,0.001,0.75,0.2,0.0,0.0,21.561695,21.596569264669647,0.0348742646696464,0.0348742646696464
G01_R0201,G01,train,100,3,0.001,0.75,0.3,0.0,0.0,30.942466,30.979224022336485,0.0367580223364853,0.0367580223364853
