split_name,family,case_uid,split
random80_20,in_distribution,G01_R0077,train
random80_20,in_distribution,G01_R0078,train
random80_20,in_distribution,G01_R0079,train
random80_20,in_distribution,G01_R0082,train
random80_20,in_distribution,G01_R0083,train
random80_20,in_distribution,G01_R0084,train
random80_20,in_distribution,G01_R0086,train
random80_20,in_distribution,G01_R0087,train
random80_20,in_distribution,G01_R0088,train
random80_20,in_distribution,G01_R0089,train
random80_20,in_distribution,G01_R0090,train
random80_20,in_distribution,G01_R0092,train
random80_20,in_distribution,G01_R0093,train
random80_20,in_distribution,G01_R0095,train
random80_20,in_distribution,G01_R0098,train
random80_20,in_distribution,G01_R0099,train
random80_20,in_distribution,G01_R0102,train
random80_20,in_distribution,G01_R0103,train
random80_20,in_distribution,G01_R0104,train
random80_20,in_distribution,G01_R0105,train
random80_20,in_distribution,G01_R0106,train
random80_20,in_distribution,G01_R0107,train
random80_20,in_distribution,G01_R0108,train
random80_20,in_distribution,G01_R0109,train
random80_20,in_distribution,G01_R0111,train
random80_20,in_distribution,G01_R0113,train
random80_20,in_distribution,G01_R0115,train
random80_20,in_distribution,G01_R0116,train
random80_20,in_distribution,G01_R0117,train
random80_20,in_distribution,G01_R0118,train
random80_20,in_distribution,G01_R0119,train
random80_20,in_distribution,G01_R0120,train
random80_20,in_distribution,G01_R0122,train
random80_20,in_distribution,G01_R0124,train
random80_20,in_distribution,G01_R0125,train
random80_20,in_distribution,G01_R0126,train
random80_20,in_distribution,G01_R0127,train
random80_20,in_distribution,G01_R0128,train
random80_20,in_distribution,G01_R0129,train
random80_20,in_distribution,G01_R0130,train
random80_20,in_distribution,G01_R0131,train
random80_20,in_distribution,G01_R0132,train
random80_20,in_distribution,G01_R0134,train
random80_20,in_distribution,G01_R0137,train
random80_20,in_distribution,G01_R0138,train
random80_20,in_distribution,G01_R0139,train
random80_20,in_distribution,G01_R0141,train
random80_20,in_distribution,G01_R0142,train
random80_20,in_distribution,G01_R0143,train
random80_20,in_distribution,G01_R0144,train
random80_20,in_distribution,G01_R0146,train
random80_20,in_distribution,G01_R0147,train
random80_20,in_distribution,G01_R0148,train
random80_20,in_distribution,G01_R0149,train
random80_20,in_distribution,G01_R0154,train
random80_20,in_distribution,G01_R0155,train
random80_20,in_distribution,G01_R0156,train
random80_20,in_distribution,G01_R0157,train
random80_20,in_distribution,G01_R0159,train
random80_20,in_distribution,G01_R0160,train
random80_20,in_distribution,G01_R0161,train
random80_20,in_distribution,G01_R0162,train
random80_20,in_distribution,G01_R0163,train
random80_20,in_distribution,G01_R0164,train
random80_20,in_distribution,G01_R0165,train
random80_20,in_distribution,G01_R0166,train
random80_20,in_distribution,G01_R0168,train
random80_20,in_distribution,G01_R0170,train
random80_20,in_distribution,G01_R0171,train
random80_20,in_distribution,G01_R0172,train
random80_20,in_distribution,G01_R0173,train
random80_20,in_distribution,G01_R0174,train
random80_20,in_distribution,G01_R0175,train
random80_20,in_distribution,G01_R0177,train
random80_20,in_distribution,G01_R0179,train
random80_20,in_distribution,G01_R0182,train
random80_20,in_distribution,G01_R0183,train
random80_20,in_distribution,G01_R0184,train
random80_20,in_distribution,G01_R0186,train
random80_20,in_distribution,G01_R0187,train
random80_20,in_distribution,G01_R0188,train
random80_20,in_distribution,G01_R0190,train
random80_20,in_distribution,G01_R0191,train
random80_20,in_distribution,G01_R0194,train
random80_20,in_distribution,G01_R0195,train
random80_20,in_distribution,G01_R0196,train
random80_20,in_distribution,G01_R0198,train
random80_20,in_distribution,G01_R0199,train
random80_20,in_distribution,G01_R0201,train
random80_20,in_distribution,G01_R0202,train
random80_20,in_distribution,G01_R0203,train
random80_20,in_distribution,G01_R0205,train
random80_20,in_distribution,G01_R0207,train
random80_20,in_distribution,G01_R0208,train
random80_20,in_distribution,G01_R0209,train
random80_20,in_distribution,G01_R0210,train
random80_20,in_distribution,G01_R0211,train
random80_20,in_distribution,G01_R0213,train
random80_20,in_distribution,G01_R0214,train
random80_20,in_distribution,G01_R0216,train
random80_20,in_distribution,G01_R0217,train
random80_20,in_distribution,G01_R0218,train
random80_20,in_distribution,G01_R0219,train
random80_20,in_distribution,G01_R0220,train
random80_20,in_distribution,G01_R0222,train
random80_20,in_distribution,G01_R0223,train
random80_20,in_distribution,G01_R0224,train
random80_20,in_distribution,G01_R0225,train
random80_20,in_distribution,G01_R0226,train
random80_20,in_distribution,G01_R0227,train
random80_20,in_distribution,G01_R0228,train
random80_20,in_distribution,G01_R0229,train
random80_20,in_distribution,G01_R0230,train
random80_20,in_distribution,G01_R0232,train
random80_20,in_distribution,G01_R0233,train
random80_20,in_distribution,G01_R0235,train
random80_20,in_distribution,G01_R0236,train
random80_20,in_distribution,G01_R0237,train
random80_20,in_distribution,G01_R0238,train
random80_20,in_distribution,G01_R0242,train
random80_20,in_distribution,G01_R0243,train
random80_20,in_distribution,G01_R0244,train
random80_20,in_distribution,G01_R0245,train
random80_20,in_distribution,G01_R0246,train
random80_20,in_distribution,G01_R0247,train
random80_20,in_distribution,G01_R0248,train
random80_20,in_distribution,G01_R0249,train
random80_20,in_distribution,G01_R0250,train
random80_20,in_distribution,G01_R0251,train
random80_20,in_distribution,G01_R0254,train
random80_20,in_distribution,G01_R0256,train
random80_20,in_distribution,G01_R0257,train
random80_20,in_distribution,G01_R0258,train
random80_20,in_distribution,G01_R0259,train
random80_20,in_distribution,G01_R0260,train
random80_20,in_distribution,G01_R0261,train
random80_20,in_distribution,G01_R0262,train
random80_20,in_distribution,G01_R0263,train
random80_20,in_distribution,G01_R0264,train
random80_20,in_distribution,G01_R0265,train
random80_20,in_distribution,G01_R0266,train
random80_20,in_distribution,G01_R0267,train
random80_20,in_distribution,G01_R0268,train
random80_20,in_distribution,G01_R0269,train
random80_20,in_distribution,G01_R0270,train
random80_20,in_distribution,G01_R0272,train
random80_20,in_distribution,G01_R0273,train
random80_20,in_distribution,G01_R0274,train
random80_20,in_distribution,G01_R0276,train
random80_20,in_distribution,G01_R0277,train
random80_20,in_distribution,G01_R0278,train
random80_20,in_distribution,G01_R0279,train
random80_20,in_distribution,G01_R0281,train
random80_20,in_distribution,G01_R0282,train
random80_20,in_distribution,G01_R0283,train
random80_20,in_distribution,G01_R0284,train
random80_20,in_distribution,G01_R0285,train
random80_20,in_distribution,G01_R0286,train
random80_20,in_distribution,G01_R0287,train
random80_20,in_distribution,G01_R0289,train
random80_20,in_distribution,G01_R0293,train
random80_20,in_distribution,G01_R0294,train
random80_20,in_distribution,G01_R0295,train
random80_20,in_distribution,G01_R0296,train
random80_20,in_distribution,G01_R0300,train
random80_20,in_distribution,G01_R0301,train
random80_20,in_distribution,G01_R0302,train
random80_20,in_distribution,G01_R0303,train
random80_20,in_distribution,G01_R0304,train
random80_20,in_distribution,G01_R0305,train
random80_20,in_distribution,G01_R0307,train
random80_20,in_distribution,G01_R0308,train
random80_20,in_distribution,G01_R0311,train
random80_20,in_distribution,G01_R0312,train
random80_20,in_distribution,G01_R0313,train
random80_20,in_distribution,G01_R0314,train
random80_20,in_distribution,G01_R0317,train
random80_20,in_distribution,G01_R0318,train
random80_20,in_distribution,G01_R0320,train
random80_20,in_distribution,G01_R0321,train
random80_20,in_distribution,G01_R0322,train
random80_20,in_distribution,G01_R0324,train
random80_20,in_distribution,G01_R0325,train
random80_20,in_distribution,G01_R0326,train
random80_20,in_distribution,G01_R0327,train
random80_20,in_distribution,G01_R0328,train
random80_20,in_distribution,G01_R0329,train
random80_20,in_distribution,G01_R0330,train
random80_20,in_distribution,G01_R0331,train
random80_20,in_distribution,G01_R0332,train
random80_20,in_distribution,G01_R0334,train
random80_20,in_distribution,G01_R0335,train
random80_20,in_distribution,G01_R0336,train
random80_20,in_distribution,G01_R0337,train
random80_20,in_distribution,G01_R0338,train
random80_20,in_distribution,G01_R0339,train
random80_20,in_distribution,G01_R0340,train
random80_20,in_distribution,G01_R0341,train
random80_20,in_distribution,G01_R0342,train
random80_20,in_distribution,G01_R0343,train
random80_20,in_distribution,G01_R0344,train
random80_20,in_distribution,G01_R0345,train
random80_20,in_distribution,G01_R0346,train
random80_20,in_distribution,G01_R0347,train
random80_20,in_distribution,G01_R0348,train
random80_20,in_distribution,G01_R0349,train
random80_20,in_distribution,G01_R0350,train
random80_20,in_distribution,G01_R0353,train
random80_20,in_distribution,G01_R0354,train
random80_20,in_distribution,G01_R0356,train
random80_20,in_distribution,G01_R0358,train
random80_20,in_distribution,G01_R0359,train
random80_20,in_distribution,G01_R0360,train
random80_20,in_distribution,G01_R0362,train
random80_20,in_distribution,G01_R0363,train
random80_20,in_distribution,G01_R0364,train
random80_20,in_distribution,G01_R0365,train
random80_20,in_distribution,G01_R0366,train
random80_20,in_distribution,G01_R0369,train
random80_20,in_distribution,G01_R0370,train
random80_20,in_distribution,G01_R0371,train
random80_20,in_distribution,G01_R0373,train
random80_20,in_distribution,G01_R0374,train
random80_20,in_distribution,G01_R0375,train
random80_20,in_distribution,G01_R0376,train
random80_20,in_distribution,G01_R0378,train
random80_20,in_distribution,G01_R0379,train
random80_20,in_distribution,G01_R0380,train
random80_20,in_distribution,G01_R0381,train
random80_20,in_distribution,G01_R0382,train
random80_20,in_distribution,G01_R0383,train
random80_20,in_distribution,G01_R0384,train
random80_20,in_distribution,G01_R0385,train
random80_20,in_distribution,G01_R0386,train
random80_20,in_distribution,G01_R0387,train
random80_20,in_distribution,G01_R0389,train
random80_20,in_distribution,G01_R0390,train
random80_20,in_distribution,G01_R0391,train
random80_20,in_distribution,G01_R0392,train
random80_20,in_distribution,G01_R0393,train
random80_20,in_distribution,G01_R0395,train
random80_20,in_distribution,G01_R0396,train
random80_20,in_distribution,G01_R0397,train
random80_20,in_distribution,G01_R0398,train
random80_20,in_distribution,G01_R0399,train
random80_20,in_distribution,G01_R0400,train
random80_20,in_distribution,G01_R0401,train
random80_20,in_distribution,G01_R0402,train
random80_20,in_distribution,G01_R0404,train
random80_20,in_distribution,G01_R0405,train
random80_20,in_distribution,G01_R0406,train
random80_20,in_distribution,G01_R0407,train
random80_20,in_distribution,G01_R0408,train
random80_20,in_distribution,G01_R0409,train
random80_20,in_distribution,G01_R0410,train
random80_20,in_distribution,G01_R0412,train
random80_20,in_distribution,G01_R0413,train
random80_20,in_distribution,G01_R0414,train
random80_20,in_distribution,G01_R0418,train
random80_20,in_distribution,G01_R0419,train
random80_20,in_distribution,G01_R0420,train
random80_20,in_distribution,G01_R0421,train
random80_20,in_distribution,G01_R0422,train
random80_20,in_distribution,G01_R0423,train
random80_20,in_distribution,G01_R0424,train
random80_20,in_distribution,G01_R0425,train
random80_20,in_distribution,G01_R0426,train
random80_20,in_distribution,G01_R0428,train
random80_20,in_distribution,G01_R0429,train
random80_20,in_distribution,G01_R0431,train
random80_20,in_distribution,G01_R0432,train
random80_20,in_distribution,G01_R0434,train
random80_20,in_distribution,G01_R0435,train
random80_20,in_distribution,G01_R0436,train
random80_20,in_distribution,G01_R0437,train
random80_20,in_distribution,G01_R0438,train
random80_20,in_distribution,G01_R0440,train
random80_20,in_distribution,G01_R0441,train
random80_20,in_distribution,G01_R0442,train
random80_20,in_distribution,G01_R0443,train
random80_20,in_distribution,G01_R0445,train
random80_20,in_distribution,G01_R0447,train
random80_20,in_distribution,G01_R0448,train
random80_20,in_distribution,G01_R0449,train
random80_20,in_distribution,G01_R0450,train
random80_20,in_distribution,G01_R0452,train
random80_20,in_distribution,G01_R0454,train
random80_20,in_distribution,G01_R0455,train
random80_20,in_distribution,G01_R0456,train
random80_20,in_distribution,G01_R0457,train
random80_20,in_distribution,G01_R0459,train
random80_20,in_distribution,G01_R0460,train
random80_20,in_distribution,G01_R0461,train
random80_20,in_distribution,G01_R0463,train
random80_20,in_distribution,G01_R0465,train
random80_20,in_distribution,G01_R0467,train
random80_20,in_distribution,G01_R0468,train
random80_20,in_distribution,G01_R0470,train
random80_20,in_distribution,G01_R0471,train
random80_20,in_distribution,G01_R0474,train
random80_20,in_distribution,G01_R0475,train
random80_20,in_distribution,G01_R0476,train
random80_20,in_distribution,G01_R0477,train
random80_20,in_distribution,G01_R0478,train
random80_20,in_distribution,G01_R0480,train
random80_20,in_distribution,G01_R0481,train
random80_20,in_distribution,G01_R0482,train
random80_20,in_distribution,G01_R0483,train
random80_20,in_distribution,G01_R0484,train
random80_20,in_distribution,G01_R0485,train
random80_20,in_distribution,G01_R0486,train
random80_20,in_distribution,G01_R0488,train
random80_20,in_distribution,G01_R0489,train
random80_20,in_distribution,G01_R0490,train
random80_20,in_distribution,G01_R0492,train
random80_20,in_distribution,G01_R0493,train
random80_20,in_distribution,G01_R0494,train
random80_20,in_distribution,G01_R0497,train
random80_20,in_distribution,G01_R0499,train
random80_20,in_distribution,G01_R0500,train
random80_20,in_distribution,G01_R0501,train
random80_20,in_distribution,G01_R0502,train
random80_20,in_distribution,G01_R0503,train
random80_20,in_distribution,G01_R0504,train
random80_20,in_distribution,G01_R0505,train
random80_20,in_distribution,G01_R0508,train
random80_20,in_distribution,G01_R0509,train
random80_20,in_distribution,G01_R0510,train
random80_20,in_distribution,G01_R0511,train
random80_20,in_distribution,G01_R0513,train
random80_20,in_distribution,G01_R0514,train
random80_20,in_distribution,G01_R0515,train
random80_20,in_distribution,G01_R0516,train
random80_20,in_distribution,G01_R0517,train
random80_20,in_distribution,G01_R0518,train
random80_20,in_distribution,G01_R0519,train
random80_20,in_distribution,G01_R0520,train
random80_20,in_distribution,G01_R0521,train
random80_20,in_distribution,G01_R0522,train
random80_20,in_distribution,G01_R0523,train
random80_20,in_distribution,G01_R0524,train
random80_20,in_distribution,G01_R0525,train
random80_20,in_distribution,G01_R0526,train
random80_20,in_distribution,G01_R0527,train
random80_20,in_distribution,G01_R0528,train
random80_20,in_distribution,G01_R0529,train
random80_20,in_distribution,G01_R0530,train
random80_20,in_distribution,G01_R0532,train
random80_20,in_distribution,G01_R0533,train
random80_20,in_distribution,G01_R0536,train
random80_20,in_distribution,G01_R0537,train
random80_20,in_distribution,G01_R0538,train
random80_20,in_distribution,G01_R0540,train
random80_20,in_distribution,G01_R0541,train
random80_20,in_distribution,G01_R0542,train
random80_20,in_distribution,G01_R0543,train
random80_20,in_distribution,G01_R0544,train
random80_20,in_distribution,G01_R0546,train
random80_20,in_distribution,G01_R0547,train
random80_20,in_distribution,G01_R0548,train
random80_20,in_distribution,G01_R0549,train
random80_20,in_distribution,G01_R0550,train
random80_20,in_distribution,G01_R0551,train
random80_20,in_distribution,G01_R0553,train
random80_20,in_distribution,G01_R0554,train
random80_20,in_distribution,G01_R0555,train
random80_20,in_distribution,G01_R0557,train
random80_20,in_distribution,G01_R0558,train
random80_20,in_distribution,G01_R0559,train
random80_20,in_distribution,G01_R0560,train
random80_20,in_distribution,G01_R0561,train
random80_20,in_distribution,G01_R0563,train
random80_20,in_distribution,G01_R0564,train
random80_20,in_distribution,G01_R0565,train
random80_20,in_distribution,G01_R0567,train
random80_20,in_distribution,G01_R0570,train
random80_20,in_distribution,G01_R0571,train
random80_20,in_distribution,G01_R0572,train
random80_20,in_distribution,G01_R0573,train
random80_20,in_distribution,G01_R0574,train
random80_20,in_distribution,G01_R0575,train
random80_20,in_distribution,G01_R0576,train
random80_20,in_distribution,G01_R0577,train
random80_20,in_distribution,G01_R0578,train
random80_20,in_distribution,G01_R0579,train
random80_20,in_distribution,G01_R0580,train
random80_20,in_distribution,G01_R0581,train
random80_20,in_distribution,G01_R0582,train
random80_20,in_distribution,G01_R0584,train
random80_20,in_distribution,G01_R0586,train
random80_20,in_distribution,G01_R0588,train
random80_20,in_distribution,G01_R0589,train
random80_20,in_distribution,G01_R0591,train
random80_20,in_distribution,G01_R0592,train
random80_20,in_distribution,G01_R0593,train
random80_20,in_distribution,G01_R0594,train
random80_20,in_distribution,G01_R0596,train
random80_20,in_distribution,G01_R0598,train
random80_20,in_distribution,G01_R0601,train
random80_20,in_distribution,G01_R0602,train
random80_20,in_distribution,G01_R0604,train
random80_20,in_distribution,G01_R0605,train
random80_20,in_distribution,G01_R0607,train
random80_20,in_distribution,G01_R0608,train
random80_20,in_distribution,G01_R0609,train
random80_20,in_distribution,G01_R0610,train
random80_20,in_distribution,G01_R0611,train
random80_20,in_distribution,G01_R0612,train
random80_20,in_distribution,G01_R0613,train
random80_20,in_distribution,G01_R0614,train
random80_20,in_distribution,G01_R0615,train
random80_20,in_distribution,G01_R0616,train
random80_20,in_distribution,G01_R0617,train
random80_20,in_distribution,G01_R0618,train
random80_20,in_distribution,G01_R0620,train
random80_20,in_distribution,G01_R0621,train
random80_20,in_distribution,G01_R0623,train
random80_20,in_distribution,G01_R0624,train
random80_20,in_distribution,G01_R0625,train
random80_20,in_distribution,G01_R0628,train
random80_20,in_distribution,G01_R0629,train
random80_20,in_distribution,G01_R0630,train
random80_20,in_distribution,G01_R0631,train
random80_20,in_distribution,G01_R0632,train
random80_20,in_distribution,G01_R0633,train
random80_20,in_distribution,G01_R0635,train
random80_20,in_distribution,G01_R0636,train
random80_20,in_distribution,G01_R0637,train
random80_20,in_distribution,G01_R0638,train
random80_20,in_distribution,G01_R0639,train
random80_20,in_distribution,G01_R0640,train
random80_20,in_distribution,G01_R0641,train
random80_20,in_distribution,G01_R0642,train
random80_20,in_distribution,G01_R0644,train
random80_20,in_distribution,G01_R0645,train
random80_20,in_distribution,G01_R0646,train
random80_20,in_distribution,G01_R0647,train
random80_20,in_distribution,G01_R0648,train
random80_20,in_distribution,G01_R0649,train
random80_20,in_distribution,G01_R0650,train
random80_20,in_distribution,G01_R0652,train
random80_20,in_distribution,G01_R0653,train
random80_20,in_distribution,G01_R0654,train
random80_20,in_distribution,G01_R0655,train
random80_20,in_distribution,G01_R0657,train
random80_20,in_distribution,G01_R0659,train
random80_20,in_distribution,G01_R0660,train
random80_20,in_distribution,G01_R0661,train
random80_20,in_distribution,G01_R0662,train
random80_20,in_distribution,G01_R0663,train
random80_20,in_distribution,G01_R0664,train
random80_20,in_distribution,G01_R0665,train
random80_20,in_distribution,G01_R0666,train
random80_20,in_distribution,G01_R0667,train
random80_20,in_distribution,G01_R0668,train
random80_20,in_distribution,G01_R0670,train
random80_20,in_distribution,G01_R0672,train
random80_20,in_distribution,G01_R0673,train
random80_20,in_distribution,G01_R0674,train
random80_20,in_distribution,G01_R0675,train
random80_20,in_distribution,G01_R0676,train
random80_20,in_distribution,G01_R0679,train
random80_20,in_distribution,G01_R0680,train
random80_20,in_distribution,G01_R0682,train
random80_20,in_distribution,G01_R0683,train
random80_20,in_distribution,G01_R0685,train
random80_20,in_distribution,G01_R0686,train
random80_20,in_distribution,G01_R0687,train
random80_20,in_distribution,G01_R0688,train
random80_20,in_distribution,G01_R0689,train
random80_20,in_distribution,G01_R0690,train
random80_20,in_distribution,G01_R0691,train
random80_20,in_distribution,G01_R0693,train
random80_20,in_distribution,G01_R0695,train
random80_20,in_distribution,G01_R0696,train
random80_20,in_distribution,G01_R0697,train
random80_20,in_distribution,G01_R0698,train
random80_20,in_distribution,G01_R0699,train
random80_20,in_distribution,G01_R0700,train
random80_20,in_distribution,G01_R0701,train
random80_20,in_distribution,G01_R0702,train
random80_20,in_distribution,G01_R0703,train
random80_20,in_distribution,G01_R0704,train
random80_20,in_distribution,G01_R0705,train
random80_20,in_distribution,G01_R0707,train
random80_20,in_distribution,G01_R0708,train
random80_20,in_distribution,G01_R0709,train
random80_20,in_distribution,G01_R0710,train
random80_20,in_distribution,G01_R0711,train
random80_20,in_distribution,G01_R0712,train
random80_20,in_distribution,G01_R0713,train
random80_20,in_distribution,G01_R0714,train
random80_20,in_distribution,G01_R0715,train
random80_20,in_distribution,G01_R0716,train
random80_20,in_distribution,G01_R0717,train
random80_20,in_distribution,G01_R0718,train
random80_20,in_distribution,G01_R0720,train
random80_20,in_distribution,G01_R0723,train
random80_20,in_distribution,G01_R0724,train
random80_20,in_distribution,G01_R0725,train
random80_20,in_distribution,G01_R0726,train
random80_20,in_distribution,G01_R0727,train
random80_20,in_distribution,G01_R0728,train
random80_20,in_distribution,G01_R0729,train
random80_20,in_distribution,G01_R0730,train
random80_20,in_distribution,G01_R0731,train
random80_20,in_distribution,G01_R0733,train
random80_20,in_distribution,G01_R0734,train
random80_20,in_distribution,G01_R0736,train
random80_20,in_distribution,G01_R0737,train
random80_20,in_distribution,G01_R0738,train
random80_20,in_distribution,G01_R0739,train
random80_20,in_distribution,G01_R0740,train
random80_20,in_distribution,G01_R0741,train
random80_20,in_distribution,G01_R0742,train
random80_20,in_distribution,G01_R0743,train
random80_20,in_distribution,G01_R0744,train
random80_20,in_distribution,G01_R0745,train
random80_20,in_distribution,G01_R0746,train
random80_20,in_distribution,G01_R0748,train
random80_20,in_distribution,G01_R0749,train
random80_20,in_distribution,G01_R0750,train
random80_20,in_distribution,G01_R0751,train
random80_20,in_distribution,G01_R0753,train
random80_20,in_distribution,G01_R0754,train
random80_20,in_distribution,G01_R0755,train
random80_20,in_distribution,G01_R0756,train
random80_20,in_distribution,G01_R0757,train
random80_20,in_distribution,G01_R0758,train
random80_20,in_distribution,G01_R0759,train
random80_20,in_distribution,G01_R0761,train
random80_20,in_distribution,G01_R0762,train
random80_20,in_distribution,G01_R0763,train
random80_20,in_distribution,G01_R0764,train
random80_20,in_distribution,G01_R0767,train
random80_20,in_distribution,G01_R0768,train
random80_20,in_distribution,G02_R0001,train
random80_20,in_distribution,G02_R0002,train
random80_20,in_distribution,G02_R0003,train
random80_20,in_distribution,G02_R0004,train
random80_20,in_distribution,G02_R0005,train
random80_20,in_distribution,G02_R0006,train
random80_20,in_distribution,G02_R0007,train
random80_20,in_distribution,G02_R0008,train
random80_20,in_distribution,G02_R0010,train
random80_20,in_distribution,G02_R0011,train
random80_20,in_distribution,G02_R0012,train
random80_20,in_distribution,G02_R0013,train
random80_20,in_distribution,G02_R0014,train
random80_20,in_distribution,G02_R0015,train
random80_20,in_distribution,G02_R0016,train
random80_20,in_distribution,G02_R0017,train
random80_20,in_distribution,G02_R0018,train
random80_20,in_distribution,G02_R0019,train
random80_20,in_distribution,G02_R0021,train
random80_20,in_distribution,G02_R0024,train
random80_20,in_distribution,G02_R0025,train
random80_20,in_distribution,G02_R0026,train
random80_20,in_distribution,G02_R0027,train
random80_20,in_distribution,G02_R0028,train
random80_20,in_distribution,G02_R0029,train
random80_20,in_distribution,G02_R0030,train
random80_20,in_distribution,G02_R0032,train
random80_20,in_distribution,G02_R0034,train
random80_20,in_distribution,G02_R0037,train
random80_20,in_distribution,G02_R0039,train
random80_20,in_distribution,G02_R0041,train
random80_20,in_distribution,G02_R0042,train
random80_20,in_distribution,G02_R0046,train
random80_20,in_distribution,G02_R0047,train
random80_20,in_distribution,G02_R0048,train
random80_20,in_distribution,G02_R0049,train
random80_20,in_distribution,G02_R0050,train
random80_20,in_distribution,G02_R0051,train
random80_20,in_distribution,G02_R0052,train
random80_20,in_distribution,G02_R0053,train
random80_20,in_distribution,G02_R0054,train
random80_20,in_distribution,G02_R0055,train
random80_20,in_distribution,G02_R0056,train
random80_20,in_distribution,G02_R0057,train
random80_20,in_distribution,G02_R0058,train
random80_20,in_distribution,G02_R0059,train
random80_20,in_distribution,G02_R0060,train
random80_20,in_distribution,G02_R0063,train
random80_20,in_distribution,G02_R0065,train
random80_20,in_distribution,G02_R0067,train
random80_20,in_distribution,G02_R0068,train
random80_20,in_distribution,G02_R0069,train
random80_20,in_distribution,G02_R0070,train
random80_20,in_distribution,G02_R0072,train
random80_20,in_distribution,G02_R0073,train
random80_20,in_distribution,G02_R0074,train
random80_20,in_distribution,G02_R0077,train
random80_20,in_distribution,G02_R0078,train
random80_20,in_distribution,G02_R0079,train
random80_20,in_distribution,G02_R0080,train
random80_20,in_distribution,G02_R0081,train
random80_20,in_distribution,G02_R0082,train
random80_20,in_distribution,G02_R0083,train
random80_20,in_distribution,G02_R0084,train
random80_20,in_distribution,G02_R0085,train
random80_20,in_distribution,G02_R0086,train
random80_20,in_distribution,G02_R0087,train
random80_20,in_distribution,G02_R0088,train
random80_20,in_distribution,G02_R0090,train
random80_20,in_distribution,G02_R0091,train
random80_20,in_distribution,G02_R0093,train
random80_20,in_distribution,G02_R0094,train
random80_20,in_distribution,G02_R0096,train
random80_20,in_distribution,G02_R0097,train
random80_20,in_distribution,G02_R0098,train
random80_20,in_distribution,G02_R0099,train
random80_20,in_distribution,G02_R0100,train
random80_20,in_distribution,G02_R0101,train
random80_20,in_distribution,G02_R0103,train
random80_20,in_distribution,G02_R0105,train
random80_20,in_distribution,G02_R0106,train
random80_20,in_distribution,G02_R0107,train
random80_20,in_distribution,G02_R0108,train
random80_20,in_distribution,G02_R0109,train
random80_20,in_distribution,G02_R0111,train
random80_20,in_distribution,G02_R0113,train
random80_20,in_distribution,G02_R0115,train
random80_20,in_distribution,G02_R0116,train
random80_20,in_distribution,G02_R0117,train
random80_20,in_distribution,G02_R0118,train
random80_20,in_distribution,G02_R0119,train
random80_20,in_distribution,G02_R0120,train
random80_20,in_distribution,G02_R0121,train
random80_20,in_distribution,G02_R0123,train
random80_20,in_distribution,G02_R0124,train
random80_20,in_distribution,G02_R0125,train
random80_20,in_distribution,G02_R0127,train
random80_20,in_distribution,G02_R0128,train
random80_20,in_distribution,G02_R0130,train
random80_20,in_distribution,G02_R0131,train
random80_20,in_distribution,G02_R0132,train
random80_20,in_distribution,G02_R0133,train
